Contract.Number,Plan.ID,SSA.State.County.Code,FIPS.State.County.Code,State,County,Enrollment
S5820,2,7040,9009,CT,New Haven,8100
S5820,2,7050,9011,CT,New London,2567
S5820,2,7060,9013,CT,Tolland,1499
S5820,2,7070,9015,CT,Windham,1069
S5820,803,7010,9003,CT,Hartford,20
S5820,803,7030,9007,CT,Middlesex,13
S5820,814,7000,9001,CT,Fairfield,20
S5820,814,7010,9003,CT,Hartford,105
S5884,102,7000,9001,CT,Fairfield,3680
S5884,102,7010,9003,CT,Hartford,3899
S5884,102,7020,9005,CT,Litchfield,967
S5884,102,7030,9007,CT,Middlesex,671
S5884,102,7040,9009,CT,New Haven,3959
S5884,102,7050,9011,CT,New London,1525
S5884,102,7060,9013,CT,Tolland,440
S5884,102,7070,9015,CT,Windham,705
S5884,149,7000,9001,CT,Fairfield,2668
S5884,149,7010,9003,CT,Hartford,2112
S5884,149,7020,9005,CT,Litchfield,775
S5884,149,7030,9007,CT,Middlesex,544
S5884,149,7040,9009,CT,New Haven,2000
S5884,149,7050,9011,CT,New London,774
S5884,149,7060,9013,CT,Tolland,317
S5884,149,7070,9015,CT,Windham,398
S5884,182,7000,9001,CT,Fairfield,1117
S5884,182,7010,9003,CT,Hartford,802
S5884,182,7020,9005,CT,Litchfield,362
S5884,182,7030,9007,CT,Middlesex,245
S5884,182,7040,9009,CT,New Haven,822
S5884,182,7050,9011,CT,New London,417
S5884,182,7060,9013,CT,Tolland,127
S5884,182,7070,9015,CT,Windham,232
S5884,834,7000,9001,CT,Fairfield,19
S5884,834,7010,9003,CT,Hartford,140
S5884,834,7040,9009,CT,New Haven,40
S5921,348,7000,9001,CT,Fairfield,5583
S5921,348,7010,9003,CT,Hartford,4820
S5921,348,7020,9005,CT,Litchfield,1302
S5921,348,7030,9007,CT,Middlesex,931
S5921,348,7040,9009,CT,New Haven,4762
S5921,348,7050,9011,CT,New London,1821
S5921,348,7060,9013,CT,Tolland,723
S5921,348,7070,9015,CT,Windham,821
S5921,385,7000,9001,CT,Fairfield,3492
S5921,385,7010,9003,CT,Hartford,2167
S5921,385,7020,9005,CT,Litchfield,671
S5921,385,7030,9007,CT,Middlesex,570
S5921,385,7040,9009,CT,New Haven,2026
S5921,385,7050,9011,CT,New London,646
S5921,385,7060,9013,CT,Tolland,429
S5921,385,7070,9015,CT,Windham,245
S5921,802,7040,9009,CT,New Haven,40
S5960,801,7000,9001,CT,Fairfield,34
S5960,801,7040,9009,CT,New Haven,21
S5966,803,7000,9001,CT,Fairfield,360
S5966,803,7010,9003,CT,Hartford,45
S5966,803,7020,9005,CT,Litchfield,49
S5966,803,7030,9007,CT,Middlesex,19
S5966,803,7040,9009,CT,New Haven,106
S5966,803,7050,9011,CT,New London,15
S5983,4,7000,9001,CT,Fairfield,54
S5983,4,7010,9003,CT,Hartford,17
S5983,4,7040,9009,CT,New Haven,31
S7126,2,7000,9001,CT,Fairfield,89
S7126,2,7010,9003,CT,Hartford,38
S7126,2,7020,9005,CT,Litchfield,23
S7126,2,7040,9009,CT,New Haven,65
S7126,2,7050,9011,CT,New London,13
S7126,2,7070,9015,CT,Windham,14
S7126,35,7000,9001,CT,Fairfield,465
S7126,35,7010,9003,CT,Hartford,279
S7126,35,7020,9005,CT,Litchfield,108
S7126,35,7030,9007,CT,Middlesex,95
S7126,35,7040,9009,CT,New Haven,368
S7126,35,7050,9011,CT,New London,103
S7126,35,7060,9013,CT,Tolland,44
S7126,35,7070,9015,CT,Windham,51
S7694,2,7000,9001,CT,Fairfield,4128
S7694,2,7010,9003,CT,Hartford,2486
S7694,2,7020,9005,CT,Litchfield,959
S7694,2,7030,9007,CT,Middlesex,461
S7694,2,7040,9009,CT,New Haven,3047
S7694,2,7050,9011,CT,New London,1074
S7694,2,7060,9013,CT,Tolland,325
S7694,2,7070,9015,CT,Windham,477
S7694,3,7000,9001,CT,Fairfield,13
S7694,803,7000,9001,CT,Fairfield,172
S7694,803,7010,9003,CT,Hartford,34
S7694,803,7020,9005,CT,Litchfield,23
S7694,803,7030,9007,CT,Middlesex,23
S7694,803,7040,9009,CT,New Haven,142
S7694,803,7050,9011,CT,New London,22
S7694,805,7000,9001,CT,Fairfield,41
S8841,803,7000,9001,CT,Fairfield,136
S8841,803,7010,9003,CT,Hartford,100
S8841,803,7020,9005,CT,Litchfield,44
S8841,803,7030,9007,CT,Middlesex,35
S8841,803,7040,9009,CT,New Haven,107
S8841,803,7050,9011,CT,New London,81
S8841,803,7060,9013,CT,Tolland,20
S8841,810,7000,9001,CT,Fairfield,13
S9701,801,7000,9001,CT,Fairfield,107
S9701,801,7020,9005,CT,Litchfield,15
S9701,801,7040,9009,CT,New Haven,28
S9701,803,7000,9001,CT,Fairfield,41
S9701,807,7000,9001,CT,Fairfield,39
S9701,807,7020,9005,CT,Litchfield,12
S9701,807,7040,9009,CT,New Haven,20
