"Contract_ID","Plan_ID","Segment_ID","Year","Contract_Plan_Segment","1","2","3","4","5","6","7","State_Enrollment","State_Eligibles","Star_Rating_3","Star_Rating_3.5","Star_Rating_4","Star_Rating_4.5"
"H3528",6,0,2022,"H3528-6-0",0.370578174174697,27.8520025913514,1.56258667747198e-08,1.79978902459459e-09,0.229924181278015,0.43122462195129,1.34724412749682,330,716961,0,0,1,0
"H5273",1,0,2019,"H5273-1-0",1.59192912667871e-09,7.48002434937411,1.96184383699569e-09,25.5479480880379,7.15938123819487,0.538877901116224,0.223710732282395,199,678880,0,0,0,0
"H5273",1,0,2020,"H5273-1-0",0.737174931618619,1.70536446945404,2.07783175952854e-09,30.8548996047512,0.181017628134834,1.85060992100316e-09,0.134124075162531,1413,689828,0,0,0,0
"H5273",1,0,2021,"H5273-1-0",2.52489052735631,2.55646143079704e-07,2.08095819789054e-09,30.7939585004586,9.13298978036928e-09,1.86148292880712e-09,0.00129409361007356,2192,703271,0,0,0,0
"H5273",1,0,2022,"H5273-1-0",1.67224656603477,3.55913113055001e-08,2.12620272280938e-09,31.02503751095,9.27864420920793e-09,1.89776306019847e-09,0.000306939753512065,3662,716961,0,0,0,1
"H5273",2,0,2019,"H5273-2-0",1.66225947602712e-09,5.98876897421035,2.05537518733844e-09,25.3574601673492,7.18611981419356,0.924944593955603,2.42377957486794e-05,66,678880,0,0,0,0
"H5273",2,0,2020,"H5273-2-0",1.76442135669724e-09,2.58686261835716e-06,0.00694341760905953,31.3120775261092,9.60757742250644e-09,0.0737622876734092,4.20596304566804e-09,220,689828,0,0,0,0
"H5273",2,0,2021,"H5273-2-0",2.94283445294303e-09,2.02101529904645e-09,5.37947010927645e-06,31.1864666061442,9.5943311269871e-09,0.279310822236151,3.0049609086116e-09,296,703271,0,0,0,0
"H5273",2,0,2022,"H5273-2-0",1.77221092146738e-09,1.69140265632453e-09,4.40871981704058e-08,31.1382246024023,9.65076473207948e-09,0.120027504861423,3.02183390621496e-09,414,716961,0,0,0,1
"H5273",3,0,2019,"H5273-3-0",1.86687017578827e-09,5.36726155504716,2.30540560398304e-09,23.147606074376,7.25373139771698,0.00656827053140979,3.01561441607721e-09,25,678880,0,0,0,0
"H5273",3,0,2020,"H5273-3-0",0.498298994993452,1.15861332418585e-07,0.287783935473091,27.6834889089267,0.0451542550265946,2.18472998899013e-09,3.29948772135898e-09,144,689828,0,0,0,0
"H5273",3,0,2021,"H5273-3-0",1.04662612758953,1.85728782224814e-09,0.000184681157351186,27.464266778421,1.06222510887499e-08,2.17700223619172e-09,3.29085774819175e-09,175,703271,0,0,0,0
"H5521",13,0,2019,"H5521-13-0",9.34721536905648,1.94022982916794e-09,2.09361356877934e-09,2.17412329096706e-09,6.46034098042694,2.58527251200988e-09,25.4588214336114,3336,678880,0,0,1,0
"H5521",13,0,2020,"H5521-13-0",7.52651288025761,1.97084280182677e-09,0.0940527439298023,2.21741421151458e-09,9.98383196752088e-09,2.66639542903728e-09,29.6097047572563,2999,689828,0,0,0,1
"H5521",13,0,2021,"H5521-13-0",6.66096049555625,1.98892839501083e-09,0.00360767878979798,2.24983982745103e-09,1.00022994738571e-08,2.71740339251768e-09,30.5936301805978,2458,703271,0,0,1,0
"H5521",13,0,2022,"H5521-13-0",7.85103299633174,1.87711029135696e-09,1.40023087815639,2.1046716132073e-09,9.55042289466204e-09,2.51952456790113e-09,29.5732111838948,2115,716961,0,0,0,1
"H5793",1,0,2019,"H5793-1-0",15.8707670015497,9.76275117108518,2.12886661078351,6.21171893791861,6.52082716943976,6.27995750731999e-05,2.34383022975594e-09,2415,678880,0,0,0,1
"H5793",1,0,2020,"H5793-1-0",15.7215740796473,10.3092757336179,1.95410336702522,6.89171653384776,8.33489482523664e-09,0.000948356998384691,2.38343217132018e-09,1909,689828,0,0,1,0
"H5793",1,0,2021,"H5793-1-0",18.7953722539425,8.88971482944541,2.96810528150102,4.04554874243165,8.61722906645458e-09,1.76277224399231e-09,2.37042344657316e-09,1443,703271,0,0,1,0
