Contract_Plan_Segment,Year,Contract_ID,Plan_ID,Segment_ID,Premium,Annual_Deductible,Drug_Coverage,In_MOOP,Out_MOOP,In_HP_Deductible,Out_HP_Deductible,In_Inpatient,In_Inpatient_inf,Out_Inpatient,Out_Inpatient_inf,Out_Inpatient_Coin,In_Primary_Min,In_Primary_Max,Out_Primary_Min,Out_Primary_Max,Out_Primary_Coin,In_Specialist_Min,In_Specialist_Max,Out_Specialist_Min,Out_Specialist_Max,Out_Specialist_Coin,Emergency_Care,Urgent_Care_Min,Urgent_Care_Max,In_Ambulance,Out_Ambulance_Min,Out_Ambulance_Max,Out_Ambulance_Coin,In_Vision_Exam,Out_Vision_Exam,Out_Vision_Exam_Coin,In_Hearing_Exam,Out_Hearing_Exam_Min,Out_Hearing_Exam_Max,Out_Hearing_Exam_Coin,Tier1,Tier2,Tier3,Tier4,Tier4_Coin,Tier5_Coin,OTC_Yearly,X14c1_Health_Education,X14c10_In.Home_Safety_Assessment,X14c11_Personal_Emergency_Response_System,X14c12_Medical_Nutrition_Therapy,X14c15_Wigs_for_Hair_Loss,X14c16_Weight_Management_Programs,X14c2_Nutritional.Dietary_Benefit,X14c3_Smoking_Tobacco_Counseling,X14c4_Fitness_Benefit,X14c7_Remote_Access_Technologies,X14c8_Bathroom_Safety_Devices,X14c9_Counseling_Services,Star_Rating_NA,Annual_Deductible_NA,Out_MOOP_NA,Out_HP_Deductible_NA,In_Inpatient_numdays_NA,Out_Inpatient_NA,Out_Inpatient_numdays_NA,Out_Inpatient_Coin_NA,Out_Primary_Min_NA,Out_Primary_Max_NA,Out_Primary_Coin_NA,Out_Specialist_Min_NA,Out_Specialist_Max_NA,Out_Specialist_Coin_NA,Out_Ambulance_Min_NA,Out_Ambulance_Max_NA,Out_Ambulance_Coin_NA,In_Vision_Exam_NA,Out_Vision_Exam_NA,Out_Vision_Exam_Coin_NA,Out_Hearing_Exam_Min_NA,Out_Hearing_Exam_Max_NA,Out_Hearing_Exam_Coin_NA,Tier1_NA,Tier2_NA,Tier3_NA,Tier4_NA,Tier4_Coin_NA,Tier5_Coin_NA,OTC_Yearly_NA,Star_Rating_3,Star_Rating_3.5,Star_Rating_4,Star_Rating_4.5,In_Inpatient_numdays_3,In_Inpatient_numdays_4,In_Inpatient_numdays_5,In_Inpatient_numdays_6,In_Inpatient_numdays_90,Out_Inpatient_numdays_1,Out_Inpatient_numdays_3,Out_Inpatient_numdays_4,Out_Inpatient_numdays_5,Out_Inpatient_numdays_6,Out_Inpatient_numdays_90,X..of.preventive.Dental.Coverage_0,X..of.preventive.Dental.Coverage_2,X..of.preventive.Dental.Coverage_3,X..of.preventive.Dental.Coverage_4,X..of.comprehensive.Dental.Coverage_0,X..of.comprehensive.Dental.Coverage_2,X..of.comprehensive.Dental.Coverage_5,X..of.comprehensive.Dental.Coverage_6,X..of.comprehensive.Dental.Coverage_7
H1914-2-0,2022,H1914,2,0,0,0.822916667,1,1,0.668141593,0.225,0.225,0.394495413,0,0,0,0.4,0,0,1,1,0,0.8,0.75,0.2,0.2,0,0,0.615384615,0.545454545,0.638554217,0.638554217,0.638554217,0,0,0,0.8,0.8,0.769230769,0.2,0,0,0.5,0.787234043,0,0.96,0.787878788,0.333333333,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
H1914-3-0,2021,H1914,3,0,0,0,1,0.795180723,0.884955752,0,0,0.366972477,0,0,1,0.4,0,0,0,0,0,1,1,0.2,0.2,0,0,0.384615385,0.272727273,0.674698795,0.674698795,0.674698795,0,0,0,0,1,0.769230769,0.2,0,0,0.5,0.744680851,0,0.96,1,0.523809524,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
H1914-4-0,2022,H1914,4,0,0.112396694,1,1,0.795180723,0.592920354,0,0,0.504587156,0,0,0,0.4,0,0,0,0,0,0.8,0.75,1,1,0,0,0.615384615,0.545454545,0.602409639,0,0.602409639,0,0,0,0.8,0.8,0,1,0,0,0.85,0.914893617,0,0.86,0.757575758,0.952380952,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
H2752-1-0,2022,H2752,1,0,0,0,1,0.746987952,0,0,0,0.412844037,0,0.597484277,0,0,0,0,0,0,0,0.8,0.75,0,0.16,0,0,0.384615385,0.272727273,0.626506024,0.626506024,0.626506024,0,0,0,0,0.5,0.384615385,0.1,0,0,0.2,0.893617021,0.95,0,1,0.428571429,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
H2836-5-0,2021,H2836,5,0,0.103305785,0.197916667,1,1,1,1,1,0.137614679,0,0,1,0.8,0.2,0.2,0.7,0.7,0,0.9,0.875,0.24,0.24,0,0,0.461538462,0.363636364,0.710843373,0.710843373,0.710843373,0,0,0,0,0.9,0.923076923,0.24,0,0.333333333,0.65,0.893617021,0.95,0,0.939393939,0.333333333,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
H2836-5-0,2022,H2836,5,0,0,0.197916667,1,1,0.668141593,0.75,0.75,0.137614679,0,0,1,0.8,0.2,0.2,0.7,0.7,0,0.9,0.875,0.24,0.24,0,0,0.461538462,0.363636364,0.710843373,0.710843373,0.710843373,0,0,0,0,0.9,0.923076923,0.24,0,0.333333333,0.65,0.893617021,0.95,0,0.939393939,0.333333333,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
H3442-1-0,2020,H3442,1,0,0,0,1,0.795180723,0.592920354,1,1,0.917431193,1,0,1,0.6,0,0,0.4,0.4,0,0.8,0.75,0.2,0.2,0,0,0.461538462,0.545454545,0.626506024,0.626506024,0.626506024,0,0,0.769230769,0,0,0.769230769,0.2,0,0,0,1,1,0,1,0.476190476,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
H3442-1-0,2021,H3442,1,0,0,0,1,0.795180723,0.884955752,1,1,0.917431193,1,0,1,0.6,0,0,0.4,0.4,0,0.7,0.625,0.22,0.22,0,0,0.461538462,0.545454545,0.602409639,0.602409639,0.602409639,0,0,0.846153846,0,0,0.846153846,0.22,0,0,0,1,1,0,1,0.476190476,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
H3442-1-0,2022,H3442,1,0,0,0,1,0.795180723,0.592920354,0.001,0.001,0.917431193,1,0,1,0.6,0,0,0.4,0.4,0,0.9,0.875,0.26,0.26,0,0,0.615384615,0.545454545,0.65060241,0.65060241,0.65060241,0,0,1,0,0,1,0.26,0,0,0,1,1,0,1,0.476190476,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
H3528-10-0,2019,H3528,10,0,0,0,1,0.795180723,0.592920354,0,0,0.394495413,0,0.58490566,0,0,0,0,0,0,0,0.9,0.875,0.18,0.18,0,0,0.769230769,0.727272727,0.78313253,0.78313253,0.78313253,0,0.9,0.692307692,0,0.9,0.692307692,0.18,0,0.166666667,0.5,0.893617021,0.95,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
H3528-10-0,2020,H3528,10,0,0,0.572916667,1,0.795180723,0,0,0,0.440366972,0,0.616352201,0,0,0,0.8,0,0.4,0,1,1,0.2,0.2,0,0,0.769230769,0.727272727,0.78313253,0.78313253,0.78313253,0,0.9,0.692307692,0,1,0.769230769,0.2,0,0.166666667,0.5,0.893617021,0.95,0,0.848484848,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
H3528-10-0,2021,H3528,10,0,0,0.572916667,1,1,0,0,0,0.440366972,0,0.616352201,0,0,1,1,0.5,0.5,0,1,1,0.2,0.2,0,0,0.769230769,0.727272727,1,1,1,0,0.9,0.692307692,0,1,0.769230769,0.2,0,0.166666667,0.5,0.893617021,0.95,0,0.848484848,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
H3528-10-0,2022,H3528,10,0,0,0.572916667,1,1,0,0,0,0.440366972,0,0.616352201,0,0,0.6,0.6,0.3,0.3,0,1,1,0.2,0.2,0,0,0.769230769,0.727272727,1,1,1,0,0.9,0.692307692,0,1,0.769230769,0.2,0,0.166666667,0.5,0.893617021,0.95,0,0.848484848,0.142857143,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
H3528-11-1,2019,H3528,11,1,0.190082645,0.625,1,0.795180723,0.884955752,0,0,0.394495413,0,0,1,1,0,0.8,0,0,1,1,1,0,0,1,0,0.769230769,0.727272727,0.78313253,0.78313253,0.78313253,0,1,0,1,1,0,0,1,0.166666667,0.5,0.893617021,0.95,0,0.818181818,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
H3528-11-1,2020,H3528,11,1,0.202479339,0.625,1,0.506024096,0.884955752,0,0,0.394495413,0,0,1,1,0,0.2,0,0,1,1,1,0,0,1,0,0.769230769,0.727272727,0.78313253,0.78313253,0.78313253,0,1,0,0,1,0,0,1,0.166666667,0.5,0.893617021,0.95,0,0.818181818,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
H3528-11-1,2021,H3528,11,1,0.202479339,0.625,1,0.506024096,0.884955752,0,0,0.394495413,0,0,1,1,0.2,0.2,0,0,1,1,1,0,0,1,0,0.769230769,0.727272727,0.78313253,0.78313253,0.78313253,0,1,0,0,1,0,0,1,0.166666667,0.5,0.893617021,0.95,0,0.818181818,0.476190476,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
H3528-11-1,2022,H3528,11,1,0.190082645,0.625,1,0.506024096,0.884955752,0,0,0.394495413,0,0,1,0.7,0.2,0.2,0,0,0.7,1,1,0,0,0.7,1,0.769230769,0.727272727,0.78313253,0.78313253,0.78313253,0,1,0,0,1,0,0,0.7,0.166666667,0.5,0.893617021,0.95,0,0.818181818,0.476190476,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
H3528-11-2,2019,H3528,11,2,0.272727273,0.625,1,0.795180723,0.884955752,0,0,0.394495413,0,0,1,1,0,0.8,0,0,1,1,1,0,0,1,0,0.769230769,0.727272727,0.78313253,0.78313253,0.78313253,0,1,0,1,1,0,0,1,0.166666667,0.5,0.893617021,0.95,0,0.818181818,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
H3528-11-2,2020,H3528,11,2,0.285123967,0.625,1,0.506024096,0.884955752,0,0,0.394495413,0,0,1,1,0,0.2,0,0,1,1,1,0,0,1,0,0.769230769,0.727272727,0.78313253,0.78313253,0.78313253,0,1,0,0,1,0,0,1,0.166666667,0.5,0.893617021,0.95,0,0.818181818,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
H3528-11-2,2021,H3528,11,2,0.285123967,0.625,1,0.506024096,0.884955752,0,0,0.394495413,0,0,1,1,0.2,0.2,0,0,1,1,1,0,0,1,0,0.769230769,0.727272727,0.78313253,0.78313253,0.78313253,0,1,0,0,1,0,0,1,0.166666667,0.5,0.893617021,0.95,0,0.818181818,0.476190476,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
H3528-11-2,2022,H3528,11,2,0.289256198,0.625,1,0.506024096,0,0,0,0.394495413,0,0,1,1,0.2,0.2,0,0,1,1,1,0,0,1,0,0.769230769,0.727272727,0.78313253,0.78313253,0.78313253,0,1,0,0,1,0,0,1,0.166666667,0.5,0.893617021,0.95,0,0.818181818,0.476190476,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
H3528-12-1,2019,H3528,12,1,0.495867769,0.625,1,0.626506024,0.884955752,0,0,0.229357798,0,0,1,0.6,0,0.6,1,1,0,0.7,0.625,0.2,0.2,0,0,0.538461538,0.454545455,0.722891566,0.722891566,0.722891566,0,0.7,0.769230769,0,0.7,0.769230769,0.2,0,0.166666667,0.5,0.893617021,0.95,0,0.818181818,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
H3528-12-2,2019,H3528,12,2,0.578512397,0.625,1,0.626506024,0.884955752,0,0,0.229357798,0,0,1,0.6,0,0.6,1,1,0,0.7,0.625,0.2,0.2,0,0,0.538461538,0.454545455,0.722891566,0.722891566,0.722891566,0,0.7,0.769230769,0,0.7,0.769230769,0.2,0,0.166666667,0.5,0.893617021,0.95,0,0.818181818,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
H3528-13-1,2019,H3528,13,1,0.768595041,0.625,1,0,0,0,0,0.174311927,0,0.433962264,0,0,0,0.4,0,0.2,0,0.6,0.5,0.12,0.12,0,0,0.461538462,0.363636364,0.481927711,0.481927711,0.481927711,0,0.6,0.461538462,0,0.6,0.461538462,0.12,0,0.166666667,0.5,0.893617021,0.95,0,0.818181818,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
H3528-13-2,2019,H3528,13,2,0.710743802,0.625,1,0,0,0,0,0.174311927,0,0.433962264,0,0,0,0.4,0,0.2,0,0.6,0.5,0.12,0.12,0,0,0.461538462,0.363636364,0.481927711,0.481927711,0.481927711,0,0.6,0.461538462,0,0.6,0.461538462,0.12,0,0.166666667,0.5,0.893617021,0.95,0,0.818181818,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
H3528-14-0,2019,H3528,14,0,0,0.625,1,0.795180723,0,1,0,0.394495413,0,0.58490566,0,0,0.4,0.4,0.2,0.2,0,1,1,0.2,0.2,0,0,0.769230769,0.727272727,0.927710843,0.927710843,0.927710843,0,1,0.769230769,0,1,0.769230769,0.2,0,0.166666667,0.5,0.893617021,0.95,0,0.818181818,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
H3528-14-0,2020,H3528,14,0,0,0.90625,1,0.795180723,0,0.25,0,0.420183486,0,0.602515723,0,0,0,0,0,0,0,0.9,0.875,0.16,0.16,0,0,0.692307692,0.636363636,0.927710843,0.927710843,0.927710843,0,0.9,0.692307692,0,0.9,0.692307692,0.18,0,0.166666667,0.5,0.893617021,0.95,0,0.757575758,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
H3528-14-0,2021,H3528,14,0,0,0.927083333,1,1,0,0,0,0.440366972,0,0.616352201,0,0,0.4,0.4,0.2,0.2,0,0.9,0.875,0.18,0.18,0,0,0.692307692,0.636363636,0.927710843,0.927710843,0.927710843,0,0.9,0.692307692,0,0.9,0.692307692,0.18,0,0.166666667,0.5,0.893617021,0.95,0,0.757575758,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
H3528-14-0,2022,H3528,14,0,0,0.927083333,1,1,0,0.395,0,0.440366972,0,0.616352201,0,0,0.4,0.4,0.2,0.2,0,0.9,0.875,0.18,0.18,0,0,0.692307692,0.636363636,0.927710843,0.927710843,0.927710843,0,0.9,0.692307692,0,0.9,0.692307692,0.18,0,0.166666667,0.5,0.893617021,0.95,0,0.757575758,0.571428571,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
H3528-15-0,2020,H3528,15,0,0.549586777,0.625,1,0.626506024,0.884955752,0,0,0.229357798,0,0,1,0.6,0,0.6,1,1,0,0.7,0.625,0.2,0.2,0,0,0.538461538,0.454545455,0,0,0,0,0.7,0,0,0.7,0.769230769,0.2,0,0.166666667,0.5,0.893617021,0.95,0,0.818181818,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
H3528-15-0,2021,H3528,15,0,0.553719008,0.625,1,0.626506024,0.884955752,0,0,0.229357798,0,0,1,0.6,0.6,0.6,1,1,0,0.7,0.625,0.2,0.2,0,0,0.538461538,0.454545455,0.722891566,0.722891566,0.722891566,0,0.7,0,0,0.7,0.769230769,0.2,0,0.166666667,0.5,0.893617021,0.95,0,0.818181818,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
H3528-15-0,2022,H3528,15,0,0.55785124,0.625,1,0.626506024,0.530973451,0,0,0.229357798,0,0,1,0.6,0.6,0.6,1,1,0,0.7,0.625,0.2,0.2,0,0,0.538461538,0.454545455,0.722891566,0.722891566,0.722891566,0,0.7,0,0,0.7,0.769230769,0.2,0,0.166666667,0.5,0.893617021,0.95,0,0.818181818,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
H3528-16-0,2020,H3528,16,0,0.752066116,0.625,1,0,0,0,0,0.174311927,0,0.433962264,0,0,0,0.4,0,0.2,0,0.6,0.5,0.12,0.12,0,0,0.461538462,0.363636364,0.481927711,0.481927711,0.481927711,0,0.6,0.461538462,0,0.6,0.461538462,0.12,0,0.166666667,0.5,0.893617021,0.95,0,0.818181818,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
H3528-16-0,2021,H3528,16,0,0.756198347,0.625,1,0,0,0,0,0.174311927,0,0.433962264,0,0,0.4,0.4,0.2,0.2,0,0.6,0.5,0.12,0.12,0,0,0.461538462,0.363636364,0.481927711,0.481927711,0.481927711,0,0.6,0,0,0.6,0.461538462,0.12,0,0.166666667,0.5,0.893617021,0.95,0,0.818181818,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
H3528-16-0,2022,H3528,16,0,0.760330579,0.625,1,0,0,0,0,0.174311927,0,0.433962264,0,0,0.4,0.4,0.2,0.2,0,0.6,0.5,0.12,0.12,0,0,0.461538462,0.363636364,0.481927711,0.481927711,0.481927711,0,0.6,0.461538462,0,0.6,0.461538462,0.12,0,0.166666667,0.5,0.893617021,0.95,0,0.818181818,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
H3528-17-0,2021,H3528,17,0,0,0.927083333,1,1,0.668141593,1,0,0.449541284,0,0.622641509,0,0,1,1,0.5,0.5,0,1,1,0.2,0.2,0,0,0.769230769,0.727272727,0.951807229,0.951807229,0.951807229,0,0.2,0.153846154,0,0.8,0.615384615,0.16,0,0.166666667,0.5,0.893617021,0.95,0,0.757575758,0.714285714,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
H3528-17-0,2022,H3528,17,0,0,0.927083333,1,1,0,0.001,0.001,0.449541284,0,0.622641509,0,0,0.8,0.8,0.4,0.4,0,0.9,0.875,0.18,0.18,0,0,0.769230769,0.727272727,0.951807229,0.951807229,0.951807229,0,0.2,0.153846154,0,0.8,0.615384615,0.16,0,0.166666667,0.5,0.893617021,0.95,0,0.757575758,0.571428571,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
H3528-3-0,2019,H3528,3,0,0,0,0,0.626506024,0,0,0,0.082568807,0,0.371069182,0,0,0,0,0,0,0,0.2,0,0.04,0.04,0,0,0.153846154,0,0.120481928,0.120481928,0.120481928,0,0.2,0.153846154,0,0.2,0.153846154,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
H3528-3-0,2020,H3528,3,0,0,0,0,0.626506024,0,0,0,0.082568807,0,0.371069182,0,0,0,0,0,0,0,0.2,0,0.04,0.04,0,0,0.153846154,0,0.120481928,0.120481928,0.120481928,0,0.2,0.153846154,0,0.2,0.153846154,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
H3528-3-0,2021,H3528,3,0,0,0,0,0.626506024,0,0,0,0.082568807,0,0.371069182,0,0,0,0,0,0,0,0.2,0,0.04,0.04,0,0,0.153846154,0,0.120481928,0.120481928,0.120481928,0,0.2,0.001538462,0,0.2,0.153846154,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
H3528-3-0,2022,H3528,3,0,0,0,0,0.626506024,0,0,0,0.082568807,0,0.371069182,0,0,0,0,0,0,0,0.2,0,0.04,0.04,0,0,0.153846154,0,0.120481928,0.120481928,0.120481928,0,0.2,0.153846154,0,0.2,0.153846154,0.04,0,0,0,0,0,0,0,0.714285714,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
