Contract_Plan_Segment,Year,Contract_ID,Plan_ID,Segment_ID,Premium,Annual_Deductible,Drug_Coverage,In_MOOP,Out_MOOP,In_HP_Deductible,Out_HP_Deductible,In_Inpatient,In_Inpatient_inf,Out_Inpatient,Out_Inpatient_inf,Out_Inpatient_Coin,In_Primary_Min,In_Primary_Max,Out_Primary_Min,Out_Primary_Max,Out_Primary_Coin,In_Specialist_Min,In_Specialist_Max,Out_Specialist_Min,Out_Specialist_Max,Out_Specialist_Coin,Emergency_Care,Urgent_Care_Min,Urgent_Care_Max,In_Ambulance,Out_Ambulance_Min,Out_Ambulance_Max,Out_Ambulance_Coin,In_Vision_Exam,Out_Vision_Exam,Out_Vision_Exam_Coin,In_Hearing_Exam,Out_Hearing_Exam_Min,Out_Hearing_Exam_Max,Out_Hearing_Exam_Coin,Tier1,Tier2,Tier3,Tier4,Tier4_Coin,Tier5_Coin,OTC_Yearly,X14c1_Health_Education,X14c10_In.Home_Safety_Assessment,X14c11_Personal_Emergency_Response_System,X14c12_Medical_Nutrition_Therapy,X14c15_Wigs_for_Hair_Loss,X14c16_Weight_Management_Programs,X14c2_Nutritional.Dietary_Benefit,X14c3_Smoking_Tobacco_Counseling,X14c4_Fitness_Benefit,X14c7_Remote_Access_Technologies,X14c8_Bathroom_Safety_Devices,X14c9_Counseling_Services,Star_Rating_NA,Annual_Deductible_NA,Out_MOOP_NA,Out_HP_Deductible_NA,In_Inpatient_numdays_NA,Out_Inpatient_NA,Out_Inpatient_numdays_NA,Out_Inpatient_Coin_NA,Out_Primary_Min_NA,Out_Primary_Max_NA,Out_Primary_Coin_NA,Out_Specialist_Min_NA,Out_Specialist_Max_NA,Out_Specialist_Coin_NA,Out_Ambulance_Min_NA,Out_Ambulance_Max_NA,Out_Ambulance_Coin_NA,In_Vision_Exam_NA,Out_Vision_Exam_NA,Out_Vision_Exam_Coin_NA,Out_Hearing_Exam_Min_NA,Out_Hearing_Exam_Max_NA,Out_Hearing_Exam_Coin_NA,Tier1_NA,Tier2_NA,Tier3_NA,Tier4_NA,Tier4_Coin_NA,Tier5_Coin_NA,OTC_Yearly_NA,Star_Rating_3,Star_Rating_3.5,Star_Rating_4,Star_Rating_4.5,In_Inpatient_numdays_3,In_Inpatient_numdays_4,In_Inpatient_numdays_5,In_Inpatient_numdays_6,In_Inpatient_numdays_90,Out_Inpatient_numdays_1,Out_Inpatient_numdays_3,Out_Inpatient_numdays_4,Out_Inpatient_numdays_5,Out_Inpatient_numdays_6,Out_Inpatient_numdays_90,X..of.preventive.Dental.Coverage_0,X..of.preventive.Dental.Coverage_2,X..of.preventive.Dental.Coverage_3,X..of.preventive.Dental.Coverage_4,X..of.comprehensive.Dental.Coverage_0,X..of.comprehensive.Dental.Coverage_2,X..of.comprehensive.Dental.Coverage_5,X..of.comprehensive.Dental.Coverage_6,X..of.comprehensive.Dental.Coverage_7
H3528-6-0,2019,H3528,6,0,0.979338843,0.625,1,0.457831325,0.884955752,0,0,0.064220183,0,0.566037736,1,0,0.6,0.6,0.8,0.8,0,0.6,0.5,0.16,0.16,0,0,0.461538462,0.363636364,0.481927711,0.481927711,0.481927711,0,0.6,0.615384615,0,0.6,0.615384615,0.16,0,0.166666667,0.5,0.893617021,0.95,0,0.818181818,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
H3528-6-0,2020,H3528,6,0,0.991735537,0.625,1,0.457831325,0.884955752,0,0,0.064220183,0,0.566037736,1,0,0,0.6,0.8,0.8,0,0.6,0.5,0.16,0.16,0,0,0.461538462,0.363636364,0.481927711,0.481927711,0.481927711,0,0.6,0,0,0.6,0.615384615,0.16,0,0.166666667,0.5,0.893617021,0.95,0,0.818181818,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
H3528-6-0,2021,H3528,6,0,0.995867769,0.625,1,0.457831325,0.884955752,0,0,0.064220183,0,0.566037736,1,0,0.6,0.6,0.8,0.8,0,0.6,0.5,0.16,0.16,0,0,0.461538462,0.363636364,0.481927711,0.481927711,0.481927711,0,0.6,0,0,0.6,0.615384615,0.16,0,0.166666667,0.5,0.893617021,0.95,0,0.818181818,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
H3528-6-0,2022,H3528,6,0,1,0.625,1,0.457831325,0.469026549,0,0,0.064220183,0,0.566037736,1,0,0.6,0.6,0.8,0.8,0,0.6,0.5,0.16,0.16,0,0,0.461538462,0.363636364,0.481927711,0.481927711,0.481927711,0,0.6,0.461538462,0,0.6,0.615384615,0.16,0,0.166666667,0.5,0.893617021,0.95,0,0.818181818,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
H5273-1-0,2019,H5273,1,0,0,0.416666667,1,0.602409639,0,0,0,0.321100917,0,0.534591195,0,0,0,0,0,0,0,0.9,0.875,0.18,0.18,0,0,0.692307692,0.636363636,0.78313253,0.78313253,0.78313253,0,0.9,0.692307692,0,0.9,0.692307692,0.18,0,0.25,0.6,0.957446809,0.95,0,0.878787879,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
H5273-1-0,2020,H5273,1,0,0,0,1,0.795180723,0,0,0,0.412844037,0,0.597484277,0,0,0,0,0,0,0,0.9,0.875,0.18,0.18,0,0,0,0.636363636,0.722891566,0.722891566,0.722891566,0,0.3,0.230769231,0,0.9,0.692307692,0.18,0,0,0.5,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
H5273-1-0,2021,H5273,1,0,0,0,1,1,0,0,0,0.412844037,0,0.597484277,0,0,0,0,0,0,0,0.9,0.875,0.18,0.18,0,0,0,0.636363636,0.722891566,0.722891566,0.722891566,0,0.3,0.230769231,0,0.9,0.692307692,0.18,0,0,0,1,1,0,1,0.238095238,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
H5273-1-0,2022,H5273,1,0,0,0,1,0.361445783,0,0,0,0.412844037,0,0.597484277,0,0,0,0,0,0,0,0.9,0.875,0.18,0.18,0,0,0,0.636363636,0.722891566,0.722891566,0.722891566,0,0.3,0.230769231,0,0.9,0.692307692,0.18,0,0,0,1,1,0,1,0.238095238,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
H5273-2-0,2019,H5273,2,0,0.119834711,0.3125,1,0.361445783,0,0,0,0.229357798,0,0.471698113,0,0,0,0,0,0,0,0.8,0.75,0.16,0.16,0,0,0.615384615,0.545454545,0.602409639,0.602409639,0.602409639,0,0.8,0.615384615,0,0.8,0.615384615,0.16,0,0.25,0.6,0.957446809,0.95,0,0.909090909,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
H5273-2-0,2020,H5273,2,0,0.119834711,0,1,0.361445783,0,0,0,0.229357798,0,0.471698113,0,0,0,0,0,0,0,0.8,0.75,0.16,0.16,0,0,0,0.545454545,0.602409639,0.602409639,0.602409639,0,0.3,0.230769231,0,0.8,0.615384615,0.16,0,0,0.5,1,1,0,1,0.380952381,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
H5273-2-0,2021,H5273,2,0,0.123966942,0,1,0.602409639,0,0,0,0.229357798,0,0.471698113,0,0,0,0,0,0,0,0.8,0.75,0.16,0.16,0,0,0,0.545454545,0.602409639,0.602409639,0.602409639,0,0.3,0.230769231,0,0.8,0.615384615,0.16,0,0,0,1,1,0,1,0.380952381,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
H5273-2-0,2022,H5273,2,0,0.161157025,0,1,0.361445783,0,0,0,0.229357798,0,0.471698113,0,0,0,0,0,0,0,0.8,0.75,0.16,0.16,0,0,0,0.545454545,0.602409639,0.602409639,0.602409639,0,0.3,0.230769231,0,0.8,0.615384615,0.16,0,0,0,1,1,0,1,0.333333333,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
H5273-3-0,2019,H5273,3,0,0.367768595,0,1,0.072289157,0,0,0,0,0,0.314465409,0,0,0,0,0,0,0,0.6,0.5,0.12,0.12,0,0,0.461538462,0.363636364,0.481927711,0.481927711,0.481927711,0,0.6,0.461538462,0,0.6,0.461538462,0.12,0,0.25,0.6,0.957446809,0.95,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
H5273-3-0,2020,H5273,3,0,0.367768595,0,1,0.072289157,0,0,0,0,0,0.314465409,0,0,0,0,0,0,0,0.6,0.5,0.12,0.12,0,0,0,0.363636364,0.481927711,0.481927711,0.481927711,0,0.3,0.230769231,0,0.6,0.461538462,0.12,0,0,0.5,1,1,0,1,0.380952381,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
H5273-3-0,2021,H5273,3,0,0.371900826,0,1,0.313253012,0,0,0,0,0,0.314465409,0,0,0,0,0,0,0,0.6,0.5,0.12,0.12,0,0,0,0.363636364,0.481927711,0.481927711,0.481927711,0,0.3,0.230769231,0,0.6,0.461538462,0.12,0,0,0,1,1,0,1,0.380952381,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
H5521-13-0,2019,H5521,13,0,0.318181818,0,1,0.795180723,0.592920354,0,0,0.110091743,0,0,1,0.6,0.4,0.4,0,0,0.6,0.8,0.75,0,0,0.6,0,0.153846154,0.545454545,0.662650602,0.662650602,0.662650602,0,0,0,0.6,0.8,0,0,0.6,0.166666667,0.25,1,1,0,1,0.714285714,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
H5521-13-0,2020,H5521,13,0,0.363636364,0.520833333,1,0.795180723,0.592920354,0,0,0.110091743,0,0,1,0.8,0.4,0.4,0,0,0.8,0.8,0.75,0,0,0.8,0,0.153846154,0.545454545,0.662650602,0.662650602,0.662650602,0,0,0,0.8,0.8,0,0,0.8,0,0.25,1,1,0,0.848484848,0.476190476,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
H5521-13-0,2021,H5521,13,0,0.409090909,0.520833333,1,1,0.668141593,0,0,0.266055046,0,0,1,0.8,0.4,0.4,0,0,0.8,0.9,0.875,0,0,0.8,0,0.153846154,0.636363636,0.710843373,0.710843373,0.710843373,0,0,0,0.8,0.9,0,0,0.8,0,0.25,1,1,0,0.848484848,0.428571429,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
H5521-13-0,2022,H5521,13,0,0.409090909,0.520833333,1,1,0.668141593,0,0,0.266055046,0,0,1,0.8,0.4,0.4,0,0,0.8,0.9,0.875,0,0,0.8,0,0.153846154,0.636363636,0.759036145,0.759036145,0.759036145,0,0,0,0.8,0.9,0,0,0.8,0,0,1,1,0,0.848484848,0.428571429,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
H5793-1-0,2019,H5793,1,0,0.276859504,0.40625,1,0.795180723,0,0,0,0.366972477,0,0.566037736,0,0,0.8,0.8,0.4,0.4,0,0.9,0.875,0.18,0.18,0,0,0.307692308,0.636363636,0.759036145,0.78313253,0.78313253,0,0,0,0,0.9,0.692307692,0.18,0,0.166666667,0.25,1,1,0,0.878787879,0.714285714,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
H5793-1-0,2020,H5793,1,0,0.32231405,0,1,0.795180723,0,0,0,0.366972477,0,0.566037736,0,0,0.8,0.8,0.4,0.4,0,0.9,0.875,0.18,0.18,0,0,0.307692308,0.636363636,0.759036145,0.759036145,0.759036145,0,0,0,0,0.9,0.692307692,0.18,0,0.166666667,0.25,1,1,0,1,0.476190476,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
H5793-1-0,2021,H5793,1,0,0.409090909,0,1,1,0,0,0,0.266055046,0,0.496855346,0,0,0.6,0.6,0.3,0.3,0,1,1,0.2,0.2,0,0,0.230769231,0.727272727,0.759036145,0.759036145,0.759036145,0,0,0,0,1,0.769230769,0.2,0,0.166666667,0.25,1,1,0,1,0.428571429,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
H5793-1-0,2022,H5793,1,0,0.202479339,0,1,0.795180723,0,0,0,0.155963303,0,0.421383648,0,0,0,0,0,0,0,0.9,0.875,0.18,0.18,0,0,0,0.636363636,0.686746988,0.686746988,0.686746988,0,0,0,0,0.9,0.692307692,0.18,0,0,0,1,1,0,1,0.428571429,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
H5793-10-0,2019,H5793,10,0,0,0,1,0.795180723,0,1,0,0.917431193,1,0.943396226,1,0,0.6,0.6,0.3,0.3,0,0.9,0.875,0.18,0.18,0,0,0.230769231,0.636363636,0.710843373,0.710843373,0.710843373,0,0,0,0,0.9,0.692307692,0.18,0,0.166666667,0.25,1,1,0,1,0.714285714,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
H5793-10-0,2020,H5793,10,0,0,0,1,0.795180723,0,1,0,1,1,1,0,0,0.6,0.6,0.3,0.3,0,0.9,0.875,0.18,0.18,0,0,0.230769231,0.636363636,0.710843373,0.710843373,0.710843373,0,0,0,0,0.9,0.692307692,0.18,0,0.166666667,0.25,1,1,0,1,0.476190476,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
H5793-10-0,2021,H5793,10,0,0,0,1,1,0,1,0,1,1,1,1,0,0.6,0.6,0.3,0.3,0,1,1,0.2,0.2,0,0,0.230769231,0.727272727,0.710843373,0.710843373,0.710843373,0,0,0,0,1,0.769230769,0.2,0,0.166666667,0.25,1,1,0,1,0.428571429,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
H5793-10-0,2022,H5793,10,0,0,0.002083333,1,1,0,0,0,1,1,1,1,0,0.4,0.4,0.2,0.2,0,0.9,0.875,0.18,0.18,0,0,0.153846154,0.636363636,0.698795181,0.698795181,0.698795181,0,0,0,0,0.9,0.692307692,0.18,0,0.166666667,0.25,1,1,0,1,0.428571429,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
H5793-11-0,2019,H5793,11,0,0,0,1,0.795180723,0,1,0,0.917431193,1,0.943396226,1,0,0.4,0.4,0.2,0.2,0,0.8,0.75,0.16,0.16,0,0,0.153846154,0.545454545,0.602409639,0.602409639,0.602409639,0,0,0,0,0.8,0.615384615,0.16,0,0.166666667,0.25,1,1,0,1,0.714285714,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
H5793-12-0,2019,H5793,12,0,0,0,1,0.795180723,0,1,0,0.917431193,1,0.943396226,1,0,0,0,0,0,0,0.7,0.625,0.14,0.14,0,0,0,0.454545455,0.710843373,0.710843373,0.710843373,0,0,0,0,0.7,0.538461538,0.14,0,0,0,1,1,0,1,0.714285714,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
H5793-12-0,2020,H5793,12,0,0,0,1,0.795180723,0,1,0,1,1,1,0,0,0,0,0,0,0,0.8,0.75,0.16,0.16,0,0,0,0.545454545,0.710843373,0.710843373,0.710843373,0,0,0,0,0.8,0.615384615,0.16,0,0,0,1,1,0,1,0.476190476,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
H5793-12-0,2021,H5793,12,0,0,0,1,0.795180723,0,1,0,1,1,1,1,0,0,0,0,0,0,0.8,0.75,0.16,0.16,0,0,0,0.545454545,0.710843373,0.710843373,0.710843373,0,0,0,0,0.8,0.615384615,0.16,0,0,0.25,1,1,0,1,0.428571429,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
H5854-10-0,2019,H5854,10,0,0,0.572916667,1,0.795180723,0,0,0,0.201834862,0,0.452830189,0,0,0.4,0.4,0.2,0.2,0,0.9,0.875,0.18,0.18,0,0,0.769230769,0.727272727,0.722891566,0.722891566,0.722891566,0,0,0,0,0.9,0.692307692,0.18,0,0,0.7,0.872340426,0.95,0,0.818181818,0.561904762,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
H5854-10-0,2020,H5854,10,0,0,0.572916667,1,0.795180723,0,0,0,0.247706422,0,0.48427673,0,0,0.2,0.2,0.1,0.1,0,0.9,0.875,0.18,0.18,0,0,0.769230769,0.727272727,0.78313253,0.78313253,0.78313253,0,0,0,0,0.9,0.692307692,0.18,0,0,0.7,0.872340426,0.95,0,0.848484848,0.285714286,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
H5854-10-0,2021,H5854,10,0,0,0.572916667,1,0.855421687,0,0,0,0.247706422,0,0.48427673,0,0,0.2,0.2,0.1,0.1,0,0.9,0.875,0.18,0.18,0,0,0.769230769,0.727272727,0.78313253,0.78313253,0.78313253,0,0,0,0,0.9,0.692307692,0.18,0,0,0.7,0.872340426,0.95,0,0.848484848,0.333333333,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
H5854-10-0,2022,H5854,10,0,0,0.572916667,1,0.939759036,0,0,0,0.275229358,0,0.503144654,0,0,0.2,0.2,0.1,0.1,0,0.9,0.875,0.18,0.18,0,0,0.769230769,0.727272727,0.78313253,0.78313253,0.78313253,0,0,0,0,0.9,0.692307692,0.18,0,0,0.7,0.744680851,0.95,0,0.848484848,0.333333333,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
H5854-11-0,2019,H5854,11,0,0.149586777,0.864583333,1,0.795180723,0,0,0,0.091743119,0,0.377358491,0,0,0.2,0.2,0.1,0.1,0,0.8,0.75,0.16,0.16,0,0,1,1,0.722891566,0.722891566,0.722891566,0,0,0,0,0.8,0.615384615,0.16,0,0,0.5,1,0.95,0,0.757575758,0.161904762,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
H5854-11-0,2020,H5854,11,0,0.087603306,0.90625,1,0.795180723,0,0,0,0.275229358,0,0.503144654,0,0,0.2,0.2,0.1,0.1,0,0.8,0.75,0.16,0.16,0,0,1,1,0.722891566,0.722891566,0.722891566,0,0,0,0,0.8,0.615384615,0.16,0,0,0.4,1,0.95,0,0.757575758,0.571428571,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
H5854-11-0,2021,H5854,11,0,0.145454545,0.927083333,1,0.795180723,0,0,0,0.275229358,0,0.503144654,0,0,0.2,0.2,0.1,0.1,0,0.8,0.75,0.16,0.16,0,0,1,1,0.722891566,0.722891566,0.722891566,0,0,0,0,0.8,0.615384615,0.16,0,0,0.4,1,0.95,0,0.757575758,0.476190476,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
H5854-11-0,2022,H5854,11,0,0.131818182,1,1,0.795180723,0,0,0,0.275229358,0,0.503144654,0,0,0.2,0.2,0.1,0.1,0,0.8,0.75,0.16,0.16,0,0,1,1,0.722891566,0.722891566,0.722891566,0,0,0,0,0.8,0.615384615,0.16,0,0,0.4,1,0.95,0,0.757575758,0.476190476,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
H5854-7-0,2019,H5854,7,0,0.099173554,0.864583333,1,0.795180723,0,0,0,0.330275229,0,0.540880503,0,0,0.8,0.8,0.4,0.4,0,1,1,0.2,0.2,0,0,1,1,0.795180723,0.795180723,0.795180723,0,0,0,0,1,0.769230769,0.2,0,0.833333333,0.75,0.872340426,0.95,0,0.757575758,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
H5854-7-0,2020,H5854,7,0,0.103305785,0.90625,1,0.795180723,0,0,0,0.330275229,0,0.540880503,0,0,0.8,0.8,0.4,0.4,0,1,1,0.2,0.2,0,0,1,1,0.795180723,0.795180723,0.795180723,0,0,0,0,1,0.769230769,0.2,0,0.833333333,0.75,0.872340426,0.95,0,0.757575758,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
