"","Contract.Number","Plan.ID","SSA.State.County.Code","FIPS.State.County.Code","State","County","Enrollment","Year"
"436","S5617",8,7030,9007,"CT","Middlesex",38,"2019"
"437","S5617",8,7040,9009,"CT","New Haven",194,"2019"
"438","S5617",8,7050,9011,"CT","New London",85,"2019"
"439","S5617",8,7060,9013,"CT","Tolland",27,"2019"
"440","S5617",8,7070,9015,"CT","Windham",32,"2019"
"441","S5617",13,7000,9001,"CT","Fairfield",40,"2019"
"442","S5617",13,7040,9009,"CT","New Haven",23,"2019"
"443","S5617",247,7000,9001,"CT","Fairfield",414,"2019"
"444","S5617",247,7010,9003,"CT","Hartford",249,"2019"
"445","S5617",247,7020,9005,"CT","Litchfield",102,"2019"
"446","S5617",247,7030,9007,"CT","Middlesex",51,"2019"
"447","S5617",247,7040,9009,"CT","New Haven",272,"2019"
"448","S5617",247,7050,9011,"CT","New London",99,"2019"
"449","S5617",247,7060,9013,"CT","Tolland",38,"2019"
"450","S5617",247,7070,9015,"CT","Windham",36,"2019"
"451","S5617",281,7000,9001,"CT","Fairfield",110,"2019"
"452","S5617",281,7010,9003,"CT","Hartford",61,"2019"
"453","S5617",281,7020,9005,"CT","Litchfield",35,"2019"
"454","S5617",281,7030,9007,"CT","Middlesex",14,"2019"
"455","S5617",281,7040,9009,"CT","New Haven",66,"2019"
"456","S5617",281,7050,9011,"CT","New London",39,"2019"
"457","S5617",281,7070,9015,"CT","Windham",22,"2019"
"458","S5617",801,7000,9001,"CT","Fairfield",135,"2019"
"459","S5617",801,7010,9003,"CT","Hartford",79,"2019"
"460","S5617",801,7020,9005,"CT","Litchfield",16,"2019"
"461","S5617",801,7030,9007,"CT","Middlesex",59,"2019"
"462","S5617",801,7040,9009,"CT","New Haven",22,"2019"
"463","S5617",801,7050,9011,"CT","New London",24,"2019"
"464","S5617",805,7000,9001,"CT","Fairfield",121,"2019"
"465","S5617",805,7010,9003,"CT","Hartford",678,"2019"
"466","S5617",805,7020,9005,"CT","Litchfield",37,"2019"
"467","S5617",805,7030,9007,"CT","Middlesex",28,"2019"
"468","S5617",805,7040,9009,"CT","New Haven",54,"2019"
"469","S5617",805,7050,9011,"CT","New London",28,"2019"
"470","S5617",805,7060,9013,"CT","Tolland",61,"2019"
"471","S5660",105,7000,9001,"CT","Fairfield",1236,"2019"
"472","S5660",105,7010,9003,"CT","Hartford",1118,"2019"
"473","S5660",105,7020,9005,"CT","Litchfield",273,"2019"
"474","S5660",105,7030,9007,"CT","Middlesex",211,"2019"
"475","S5660",105,7040,9009,"CT","New Haven",1112,"2019"
"476","S5660",105,7050,9011,"CT","New London",439,"2019"
"477","S5660",105,7060,9013,"CT","Tolland",150,"2019"
"478","S5660",105,7070,9015,"CT","Windham",204,"2019"
"479","S5660",206,7000,9001,"CT","Fairfield",224,"2019"
"480","S5660",206,7010,9003,"CT","Hartford",124,"2019"
"481","S5660",206,7020,9005,"CT","Litchfield",34,"2019"
"482","S5660",206,7030,9007,"CT","Middlesex",34,"2019"
"483","S5660",206,7040,9009,"CT","New Haven",126,"2019"
"484","S5660",206,7050,9011,"CT","New London",40,"2019"
"485","S5660",206,7060,9013,"CT","Tolland",22,"2019"
"486","S5660",206,7070,9015,"CT","Windham",33,"2019"
"487","S5660",219,7000,9001,"CT","Fairfield",566,"2019"
"488","S5660",219,7010,9003,"CT","Hartford",423,"2019"
"489","S5660",219,7020,9005,"CT","Litchfield",132,"2019"
"490","S5660",219,7030,9007,"CT","Middlesex",102,"2019"
"491","S5660",219,7040,9009,"CT","New Haven",446,"2019"
"492","S5660",219,7050,9011,"CT","New London",194,"2019"
"493","S5660",219,7060,9013,"CT","Tolland",72,"2019"
"494","S5660",219,7070,9015,"CT","Windham",61,"2019"
"495","S5660",801,7000,9001,"CT","Fairfield",8246,"2019"
"496","S5660",801,7010,9003,"CT","Hartford",7240,"2019"
"497","S5660",801,7020,9005,"CT","Litchfield",1964,"2019"
"498","S5660",801,7030,9007,"CT","Middlesex",2083,"2019"
"499","S5660",801,7040,9009,"CT","New Haven",6961,"2019"
"500","S5660",801,7050,9011,"CT","New London",3600,"2019"
"501","S5660",801,7060,9013,"CT","Tolland",1423,"2019"
"502","S5660",801,7070,9015,"CT","Windham",938,"2019"
"503","S5660",802,7000,9001,"CT","Fairfield",42,"2019"
"504","S5660",802,7010,9003,"CT","Hartford",24,"2019"
"505","S5660",802,7040,9009,"CT","New Haven",59,"2019"
"506","S5660",803,7000,9001,"CT","Fairfield",15,"2019"
"507","S5660",803,7010,9003,"CT","Hartford",19,"2019"
"508","S5660",803,7040,9009,"CT","New Haven",12,"2019"
"509","S5660",806,7000,9001,"CT","Fairfield",39,"2019"
"510","S5660",806,7010,9003,"CT","Hartford",478,"2019"
"511","S5660",806,7020,9005,"CT","Litchfield",180,"2019"
"512","S5660",806,7030,9007,"CT","Middlesex",36,"2019"
"513","S5660",806,7040,9009,"CT","New Haven",196,"2019"
"514","S5660",806,7050,9011,"CT","New London",20,"2019"
"515","S5768",126,7000,9001,"CT","Fairfield",1101,"2019"
"516","S5768",126,7010,9003,"CT","Hartford",865,"2019"
"517","S5768",126,7020,9005,"CT","Litchfield",311,"2019"
"518","S5768",126,7030,9007,"CT","Middlesex",193,"2019"
"519","S5768",126,7040,9009,"CT","New Haven",860,"2019"
"520","S5768",126,7050,9011,"CT","New London",284,"2019"
"521","S5768",126,7060,9013,"CT","Tolland",136,"2019"
"522","S5768",126,7070,9015,"CT","Windham",134,"2019"
"523","S5805",803,7000,9001,"CT","Fairfield",12,"2019"
"524","S5810",36,7000,9001,"CT","Fairfield",2889,"2019"
"525","S5810",36,7010,9003,"CT","Hartford",3120,"2019"
"526","S5810",36,7020,9005,"CT","Litchfield",759,"2019"
"527","S5810",36,7030,9007,"CT","Middlesex",506,"2019"
"528","S5810",36,7040,9009,"CT","New Haven",3047,"2019"
"529","S5810",36,7050,9011,"CT","New London",1083,"2019"
"530","S5810",36,7060,9013,"CT","Tolland",333,"2019"
"531","S5810",36,7070,9015,"CT","Windham",479,"2019"
"532","S5810",37,7000,9001,"CT","Fairfield",24,"2019"
"533","S5810",37,7010,9003,"CT","Hartford",11,"2019"
"534","S5810",276,7000,9001,"CT","Fairfield",1902,"2019"
"535","S5810",276,7010,9003,"CT","Hartford",1286,"2019"
"536","S5810",276,7020,9005,"CT","Litchfield",416,"2019"
"537","S5810",276,7030,9007,"CT","Middlesex",305,"2019"
"538","S5810",276,7040,9009,"CT","New Haven",1411,"2019"
"539","S5810",276,7050,9011,"CT","New London",501,"2019"
"540","S5810",276,7060,9013,"CT","Tolland",231,"2019"
"541","S5810",276,7070,9015,"CT","Windham",161,"2019"
"542","S5810",801,7000,9001,"CT","Fairfield",568,"2019"
"543","S5810",801,7010,9003,"CT","Hartford",390,"2019"
"544","S5810",801,7020,9005,"CT","Litchfield",116,"2019"
"545","S5810",801,7030,9007,"CT","Middlesex",245,"2019"
"546","S5810",801,7040,9009,"CT","New Haven",3784,"2019"
"547","S5810",801,7050,9011,"CT","New London",304,"2019"
"548","S5810",801,7060,9013,"CT","Tolland",46,"2019"
"549","S5810",801,7070,9015,"CT","Windham",36,"2019"
"550","S5820",2,7000,9001,"CT","Fairfield",14235,"2019"
"551","S5820",2,7010,9003,"CT","Hartford",9480,"2019"
"552","S5820",2,7020,9005,"CT","Litchfield",3106,"2019"
"553","S5820",2,7030,9007,"CT","Middlesex",2311,"2019"
"554","S5820",2,7040,9009,"CT","New Haven",9259,"2019"
"555","S5820",2,7050,9011,"CT","New London",2893,"2019"
"556","S5820",2,7060,9013,"CT","Tolland",1656,"2019"
"557","S5820",2,7070,9015,"CT","Windham",1219,"2019"
"558","S5820",803,7000,9001,"CT","Fairfield",11,"2019"
"559","S5820",803,7010,9003,"CT","Hartford",20,"2019"
"560","S5820",803,7030,9007,"CT","Middlesex",20,"2019"
"561","S5820",803,7040,9009,"CT","New Haven",11,"2019"
"562","S5820",814,7000,9001,"CT","Fairfield",18,"2019"
"563","S5820",814,7010,9003,"CT","Hartford",119,"2019"
"564","S5884",2,7000,9001,"CT","Fairfield",1563,"2019"
"565","S5884",2,7010,9003,"CT","Hartford",1377,"2019"
"566","S5884",2,7020,9005,"CT","Litchfield",483,"2019"
"567","S5884",2,7030,9007,"CT","Middlesex",329,"2019"
"568","S5884",2,7040,9009,"CT","New Haven",1230,"2019"
"569","S5884",2,7050,9011,"CT","New London",394,"2019"
"570","S5884",2,7060,9013,"CT","Tolland",213,"2019"
"571","S5884",2,7070,9015,"CT","Windham",188,"2019"
"572","S5884",102,7000,9001,"CT","Fairfield",4046,"2019"
"573","S5884",102,7010,9003,"CT","Hartford",4439,"2019"
"574","S5884",102,7020,9005,"CT","Litchfield",1075,"2019"
"575","S5884",102,7030,9007,"CT","Middlesex",753,"2019"
"576","S5884",102,7040,9009,"CT","New Haven",4548,"2019"
"577","S5884",102,7050,9011,"CT","New London",1652,"2019"
"578","S5884",102,7060,9013,"CT","Tolland",479,"2019"
"579","S5884",102,7070,9015,"CT","Windham",766,"2019"
"580","S5884",149,7000,9001,"CT","Fairfield",2841,"2019"
"581","S5884",149,7010,9003,"CT","Hartford",1937,"2019"
"582","S5884",149,7020,9005,"CT","Litchfield",824,"2019"
"583","S5884",149,7030,9007,"CT","Middlesex",547,"2019"
"584","S5884",149,7040,9009,"CT","New Haven",1999,"2019"
"585","S5884",149,7050,9011,"CT","New London",947,"2019"
"586","S5884",149,7060,9013,"CT","Tolland",303,"2019"
"587","S5884",149,7070,9015,"CT","Windham",511,"2019"
"588","S5884",834,7000,9001,"CT","Fairfield",20,"2019"
"589","S5884",834,7010,9003,"CT","Hartford",158,"2019"
"590","S5884",834,7040,9009,"CT","New Haven",43,"2019"
"591","S5921",348,7000,9001,"CT","Fairfield",5672,"2019"
"592","S5921",348,7010,9003,"CT","Hartford",5067,"2019"
"593","S5921",348,7020,9005,"CT","Litchfield",1362,"2019"
"594","S5921",348,7030,9007,"CT","Middlesex",947,"2019"
"595","S5921",348,7040,9009,"CT","New Haven",5052,"2019"
"596","S5921",348,7050,9011,"CT","New London",1838,"2019"
"597","S5921",348,7060,9013,"CT","Tolland",698,"2019"
"598","S5921",348,7070,9015,"CT","Windham",845,"2019"
"599","S5921",385,7000,9001,"CT","Fairfield",3530,"2019"
"600","S5921",385,7010,9003,"CT","Hartford",2209,"2019"
"601","S5921",385,7020,9005,"CT","Litchfield",650,"2019"
"602","S5921",385,7030,9007,"CT","Middlesex",568,"2019"
"603","S5921",385,7040,9009,"CT","New Haven",2051,"2019"
"604","S5921",385,7050,9011,"CT","New London",647,"2019"
"605","S5921",385,7060,9013,"CT","Tolland",430,"2019"
"606","S5921",385,7070,9015,"CT","Windham",256,"2019"
"607","S5921",802,7040,9009,"CT","New Haven",38,"2019"
"608","S5960",801,7000,9001,"CT","Fairfield",35,"2019"
"609","S5960",801,7040,9009,"CT","New Haven",24,"2019"
"610","S5966",803,7000,9001,"CT","Fairfield",368,"2019"
"611","S5966",803,7010,9003,"CT","Hartford",42,"2019"
"612","S5966",803,7020,9005,"CT","Litchfield",53,"2019"
"613","S5966",803,7030,9007,"CT","Middlesex",19,"2019"
"614","S5966",803,7040,9009,"CT","New Haven",107,"2019"
"615","S5966",803,7050,9011,"CT","New London",14,"2019"
"616","S5983",4,7000,9001,"CT","Fairfield",55,"2019"
"617","S5983",4,7010,9003,"CT","Hartford",16,"2019"
"618","S5983",4,7040,9009,"CT","New Haven",28,"2019"
"619","S7126",2,7000,9001,"CT","Fairfield",61,"2019"
"620","S7126",2,7010,9003,"CT","Hartford",30,"2019"
"621","S7126",2,7040,9009,"CT","New Haven",31,"2019"
"622","S7126",2,7050,9011,"CT","New London",16,"2019"
"623","S7126",35,7000,9001,"CT","Fairfield",60,"2019"
"624","S7126",35,7010,9003,"CT","Hartford",47,"2019"
"625","S7126",35,7020,9005,"CT","Litchfield",18,"2019"
"626","S7126",35,7030,9007,"CT","Middlesex",13,"2019"
"627","S7126",35,7040,9009,"CT","New Haven",53,"2019"
"628","S7126",35,7050,9011,"CT","New London",25,"2019"
"629","S7694",2,7000,9001,"CT","Fairfield",3510,"2019"
"630","S7694",2,7010,9003,"CT","Hartford",2169,"2019"
"631","S7694",2,7020,9005,"CT","Litchfield",837,"2019"
"632","S7694",2,7030,9007,"CT","Middlesex",415,"2019"
"633","S7694",2,7040,9009,"CT","New Haven",2459,"2019"
"634","S7694",2,7050,9011,"CT","New London",919,"2019"
"635","S7694",2,7060,9013,"CT","Tolland",277,"2019"
"636","S7694",2,7070,9015,"CT","Windham",432,"2019"
"637","S7694",3,7000,9001,"CT","Fairfield",24,"2019"
"638","S7694",3,7040,9009,"CT","New Haven",12,"2019"
"639","S7694",801,7020,9005,"CT","Litchfield",25,"2019"
"640","S7694",801,7040,9009,"CT","New Haven",18,"2019"
"641","S7694",803,7000,9001,"CT","Fairfield",168,"2019"
"642","S7694",803,7010,9003,"CT","Hartford",31,"2019"
"643","S7694",803,7020,9005,"CT","Litchfield",25,"2019"
"644","S7694",803,7030,9007,"CT","Middlesex",31,"2019"
"645","S7694",803,7040,9009,"CT","New Haven",153,"2019"
"646","S7694",803,7050,9011,"CT","New London",21,"2019"
"647","S7694",805,7000,9001,"CT","Fairfield",39,"2019"
"648","S8841",803,7000,9001,"CT","Fairfield",136,"2019"
"649","S8841",803,7010,9003,"CT","Hartford",92,"2019"
"650","S8841",803,7020,9005,"CT","Litchfield",43,"2019"
"651","S8841",803,7030,9007,"CT","Middlesex",37,"2019"
"652","S8841",803,7040,9009,"CT","New Haven",107,"2019"
"653","S8841",803,7050,9011,"CT","New London",73,"2019"
"654","S8841",803,7060,9013,"CT","Tolland",21,"2019"
"655","S8841",810,7000,9001,"CT","Fairfield",12,"2019"
"656","S9701",801,7000,9001,"CT","Fairfield",105,"2019"
"657","S9701",801,7020,9005,"CT","Litchfield",18,"2019"
"658","S9701",801,7040,9009,"CT","New Haven",27,"2019"
"659","S9701",803,7000,9001,"CT","Fairfield",40,"2019"
"660","S9701",807,7000,9001,"CT","Fairfield",41,"2019"
"661","S9701",807,7020,9005,"CT","Litchfield",12,"2019"
"662","S9701",807,7040,9009,"CT","New Haven",30,"2019"
"663","E0654",801,7000,9001,"CT","Fairfield",83,"2020"
"664","E0654",801,7010,9003,"CT","Hartford",66,"2020"
"665","E0654",801,7020,9005,"CT","Litchfield",29,"2020"
"666","E0654",801,7030,9007,"CT","Middlesex",13,"2020"
"667","E0654",801,7040,9009,"CT","New Haven",123,"2020"
"668","E0654",801,7050,9011,"CT","New London",39,"2020"
"669","E0654",801,7060,9013,"CT","Tolland",17,"2020"
"670","E0654",801,7070,9015,"CT","Windham",26,"2020"
"671","H0137",1,7010,9003,"CT","Hartford",12,"2020"
"672","H0271",14,7000,9001,"CT","Fairfield",4141,"2020"
"673","H0271",14,7010,9003,"CT","Hartford",7763,"2020"
"674","H0271",14,7020,9005,"CT","Litchfield",939,"2020"
"675","H0271",14,7030,9007,"CT","Middlesex",978,"2020"
"676","H0271",14,7040,9009,"CT","New Haven",6811,"2020"
"677","H0271",14,7050,9011,"CT","New London",1654,"2020"
"678","H0271",14,7060,9013,"CT","Tolland",707,"2020"
"679","H0271",14,7070,9015,"CT","Windham",922,"2020"
"680","H0710",26,7000,9001,"CT","Fairfield",634,"2020"
"681","H0710",26,7010,9003,"CT","Hartford",1217,"2020"
"682","H0710",26,7020,9005,"CT","Litchfield",205,"2020"
"683","H0710",26,7030,9007,"CT","Middlesex",221,"2020"
"684","H0710",26,7040,9009,"CT","New Haven",487,"2020"
"685","H0710",26,7050,9011,"CT","New London",138,"2020"
"686","H0710",26,7060,9013,"CT","Tolland",102,"2020"
"687","H0710",26,7070,9015,"CT","Windham",118,"2020"
"688","H0712",5,7000,9001,"CT","Fairfield",1005,"2020"
"689","H0712",5,7010,9003,"CT","Hartford",1324,"2020"
"690","H0712",5,7020,9005,"CT","Litchfield",30,"2020"
"691","H0712",5,7030,9007,"CT","Middlesex",42,"2020"
"692","H0712",5,7040,9009,"CT","New Haven",418,"2020"
"693","H0712",5,7050,9011,"CT","New London",97,"2020"
"694","H0712",5,7060,9013,"CT","Tolland",23,"2020"
"695","H0712",19,7000,9001,"CT","Fairfield",142,"2020"
"696","H0712",19,7010,9003,"CT","Hartford",476,"2020"
"697","H0712",19,7020,9005,"CT","Litchfield",27,"2020"
"698","H0712",19,7030,9007,"CT","Middlesex",21,"2020"
"699","H0712",19,7040,9009,"CT","New Haven",1200,"2020"
"700","H0712",19,7050,9011,"CT","New London",72,"2020"
"701","H0712",19,7060,9013,"CT","Tolland",49,"2020"
"702","H0712",20,7000,9001,"CT","Fairfield",632,"2020"
"703","H0712",20,7010,9003,"CT","Hartford",585,"2020"
"704","H0712",20,7020,9005,"CT","Litchfield",36,"2020"
"705","H0712",20,7030,9007,"CT","Middlesex",37,"2020"
"706","H0712",20,7040,9009,"CT","New Haven",344,"2020"
"707","H0712",20,7050,9011,"CT","New London",76,"2020"
"708","H0712",20,7060,9013,"CT","Tolland",91,"2020"
"709","H0712",28,7000,9001,"CT","Fairfield",232,"2020"
"710","H0712",28,7010,9003,"CT","Hartford",297,"2020"
"711","H0712",29,7000,9001,"CT","Fairfield",108,"2020"
"712","H0712",29,7010,9003,"CT","Hartford",148,"2020"
"713","H0712",29,7020,9005,"CT","Litchfield",18,"2020"
"714","H0712",29,7030,9007,"CT","Middlesex",11,"2020"
"715","H0712",29,7040,9009,"CT","New Haven",236,"2020"
"716","H0712",29,7050,9011,"CT","New London",28,"2020"
"717","H0755",30,7000,9001,"CT","Fairfield",1944,"2020"
"718","H0755",30,7010,9003,"CT","Hartford",2093,"2020"
"719","H0755",30,7020,9005,"CT","Litchfield",214,"2020"
"720","H0755",30,7030,9007,"CT","Middlesex",217,"2020"
"721","H0755",30,7040,9009,"CT","New Haven",1235,"2020"
"722","H0755",30,7050,9011,"CT","New London",285,"2020"
"723","H0755",30,7060,9013,"CT","Tolland",232,"2020"
"724","H0755",30,7070,9015,"CT","Windham",198,"2020"
"725","H0755",31,7000,9001,"CT","Fairfield",4440,"2020"
"726","H0755",31,7010,9003,"CT","Hartford",7944,"2020"
"727","H0755",31,7020,9005,"CT","Litchfield",938,"2020"
"728","H0755",31,7030,9007,"CT","Middlesex",883,"2020"
"729","H0755",31,7040,9009,"CT","New Haven",3292,"2020"
"730","H0755",31,7050,9011,"CT","New London",1741,"2020"
"731","H0755",31,7060,9013,"CT","Tolland",1372,"2020"
"732","H0755",31,7070,9015,"CT","Windham",942,"2020"
"733","H0755",32,7000,9001,"CT","Fairfield",87,"2020"
"734","H0755",32,7010,9003,"CT","Hartford",125,"2020"
"735","H0755",32,7020,9005,"CT","Litchfield",31,"2020"
"736","H0755",32,7030,9007,"CT","Middlesex",19,"2020"
"737","H0755",32,7040,9009,"CT","New Haven",91,"2020"
"738","H0755",32,7050,9011,"CT","New London",59,"2020"
"739","H0755",32,7060,9013,"CT","Tolland",11,"2020"
"740","H0755",32,7070,9015,"CT","Windham",12,"2020"
"741","H0755",33,7000,9001,"CT","Fairfield",4103,"2020"
"742","H0755",33,7010,9003,"CT","Hartford",7095,"2020"
"743","H0755",33,7020,9005,"CT","Litchfield",1109,"2020"
"744","H0755",33,7030,9007,"CT","Middlesex",1183,"2020"
"745","H0755",33,7040,9009,"CT","New Haven",3965,"2020"
"746","H0755",33,7050,9011,"CT","New London",1934,"2020"
"747","H0755",33,7060,9013,"CT","Tolland",1181,"2020"
"748","H0755",33,7070,9015,"CT","Windham",1049,"2020"
"749","H0755",810,7000,9001,"CT","Fairfield",35,"2020"
"750","H0755",810,7010,9003,"CT","Hartford",82,"2020"
"751","H0755",810,7020,9005,"CT","Litchfield",17,"2020"
"752","H0755",810,7040,9009,"CT","New Haven",57,"2020"
"753","H0755",810,7050,9011,"CT","New London",12,"2020"
"754","H0755",810,7060,9013,"CT","Tolland",20,"2020"
"755","H1666",801,7000,9001,"CT","Fairfield",16,"2020"
"756","H1914",1,7000,9001,"CT","Fairfield",515,"2020"
"757","H1914",1,7010,9003,"CT","Hartford",566,"2020"
"758","H1914",1,7020,9005,"CT","Litchfield",173,"2020"
"759","H1914",1,7030,9007,"CT","Middlesex",99,"2020"
"760","H1914",1,7040,9009,"CT","New Haven",708,"2020"
"761","H1914",1,7050,9011,"CT","New London",200,"2020"
"762","H1914",1,7060,9013,"CT","Tolland",101,"2020"
"763","H2001",816,7000,9001,"CT","Fairfield",221,"2020"
"764","H2001",816,7010,9003,"CT","Hartford",415,"2020"
"765","H2001",816,7020,9005,"CT","Litchfield",110,"2020"
"766","H2001",816,7030,9007,"CT","Middlesex",47,"2020"
"767","H2001",816,7040,9009,"CT","New Haven",296,"2020"
"768","H2001",816,7050,9011,"CT","New London",71,"2020"
"769","H2001",816,7060,9013,"CT","Tolland",49,"2020"
"770","H2001",816,7070,9015,"CT","Windham",45,"2020"
"771","H2001",817,7000,9001,"CT","Fairfield",1369,"2020"
"772","H2001",817,7010,9003,"CT","Hartford",1534,"2020"
"773","H2001",817,7020,9005,"CT","Litchfield",220,"2020"
"774","H2001",817,7030,9007,"CT","Middlesex",375,"2020"
"775","H2001",817,7040,9009,"CT","New Haven",1276,"2020"
"776","H2001",817,7050,9011,"CT","New London",1303,"2020"
"777","H2001",817,7060,9013,"CT","Tolland",200,"2020"
"778","H2001",817,7070,9015,"CT","Windham",122,"2020"
"779","H2001",823,7000,9001,"CT","Fairfield",27,"2020"
"780","H2001",823,7040,9009,"CT","New Haven",11,"2020"
"781","H2001",827,7040,9009,"CT","New Haven",13,"2020"
"782","H2001",836,7010,9003,"CT","Hartford",18,"2020"
"783","H2001",836,7040,9009,"CT","New Haven",12,"2020"
"784","H2001",838,7000,9001,"CT","Fairfield",3013,"2020"
"785","H2001",838,7010,9003,"CT","Hartford",12348,"2020"
"786","H2001",838,7020,9005,"CT","Litchfield",2337,"2020"
"787","H2001",838,7030,9007,"CT","Middlesex",3118,"2020"
"788","H2001",838,7040,9009,"CT","New Haven",7121,"2020"
"789","H2001",838,7050,9011,"CT","New London",3888,"2020"
"790","H2001",838,7060,9013,"CT","Tolland",3399,"2020"
"791","H2001",838,7070,9015,"CT","Windham",2400,"2020"
"792","H2001",840,7000,9001,"CT","Fairfield",98,"2020"
"793","H2001",840,7010,9003,"CT","Hartford",44,"2020"
"794","H2001",840,7040,9009,"CT","New Haven",19,"2020"
"795","H2001",847,7000,9001,"CT","Fairfield",784,"2020"
"796","H2001",847,7010,9003,"CT","Hartford",1545,"2020"
"797","H2001",847,7020,9005,"CT","Litchfield",160,"2020"
"798","H2001",847,7030,9007,"CT","Middlesex",212,"2020"
"799","H2001",847,7040,9009,"CT","New Haven",601,"2020"
"800","H2001",847,7050,9011,"CT","New London",196,"2020"
"801","H2001",847,7060,9013,"CT","Tolland",210,"2020"
"802","H2001",847,7070,9015,"CT","Windham",119,"2020"
"803","H3276",1,7000,9001,"CT","Fairfield",245,"2020"
"804","H3276",1,7010,9003,"CT","Hartford",832,"2020"
"805","H3276",1,7020,9005,"CT","Litchfield",18,"2020"
"806","H3276",1,7030,9007,"CT","Middlesex",21,"2020"
"807","H3276",1,7040,9009,"CT","New Haven",424,"2020"
"808","H3276",1,7050,9011,"CT","New London",28,"2020"
"809","H3276",1,7060,9013,"CT","Tolland",20,"2020"
"810","H3276",1,7070,9015,"CT","Windham",19,"2020"
"811","H3359",21,7040,9009,"CT","New Haven",11,"2020"
"812","H3442",1,7000,9001,"CT","Fairfield",1893,"2020"
"813","H3442",1,7010,9003,"CT","Hartford",2536,"2020"
"814","H3442",1,7020,9005,"CT","Litchfield",406,"2020"
"815","H3442",1,7030,9007,"CT","Middlesex",628,"2020"
"816","H3442",1,7040,9009,"CT","New Haven",1833,"2020"
"817","H3442",1,7050,9011,"CT","New London",925,"2020"
"818","H3442",1,7060,9013,"CT","Tolland",345,"2020"
"819","H3442",1,7070,9015,"CT","Windham",537,"2020"
"820","H3528",3,7000,9001,"CT","Fairfield",175,"2020"
"821","H3528",3,7010,9003,"CT","Hartford",346,"2020"
"822","H3528",3,7020,9005,"CT","Litchfield",82,"2020"
"823","H3528",3,7030,9007,"CT","Middlesex",186,"2020"
"824","H3528",3,7040,9009,"CT","New Haven",379,"2020"
"825","H3528",3,7050,9011,"CT","New London",120,"2020"
"826","H3528",3,7060,9013,"CT","Tolland",78,"2020"
"827","H3528",3,7070,9015,"CT","Windham",59,"2020"
"828","H3528",6,7000,9001,"CT","Fairfield",126,"2020"
"829","H3528",6,7010,9003,"CT","Hartford",100,"2020"
"830","H3528",6,7020,9005,"CT","Litchfield",29,"2020"
"831","H3528",6,7030,9007,"CT","Middlesex",25,"2020"
"832","H3528",6,7040,9009,"CT","New Haven",72,"2020"
"833","H3528",6,7050,9011,"CT","New London",28,"2020"
"834","H3528",6,7060,9013,"CT","Tolland",21,"2020"
"835","H3528",10,7000,9001,"CT","Fairfield",567,"2020"
"836","H3528",10,7010,9003,"CT","Hartford",4820,"2020"
"837","H3528",10,7020,9005,"CT","Litchfield",743,"2020"
"838","H3528",10,7030,9007,"CT","Middlesex",1946,"2020"
"839","H3528",10,7040,9009,"CT","New Haven",1901,"2020"
"840","H3528",10,7050,9011,"CT","New London",1218,"2020"
"841","H3528",10,7060,9013,"CT","Tolland",806,"2020"
"842","H3528",10,7070,9015,"CT","Windham",534,"2020"
"843","H3528",11,7000,9001,"CT","Fairfield",2388,"2020"
"844","H3528",11,7010,9003,"CT","Hartford",3972,"2020"
"845","H3528",11,7020,9005,"CT","Litchfield",849,"2020"
"846","H3528",11,7030,9007,"CT","Middlesex",1791,"2020"
"847","H3528",11,7040,9009,"CT","New Haven",4449,"2020"
"848","H3528",11,7050,9011,"CT","New London",1378,"2020"
"849","H3528",11,7060,9013,"CT","Tolland",824,"2020"
"850","H3528",11,7070,9015,"CT","Windham",516,"2020"
"851","H3528",14,7000,9001,"CT","Fairfield",1264,"2020"
"852","H3528",14,7010,9003,"CT","Hartford",3410,"2020"
"853","H3528",14,7020,9005,"CT","Litchfield",746,"2020"
"854","H3528",14,7030,9007,"CT","Middlesex",967,"2020"
"855","H3528",14,7040,9009,"CT","New Haven",2806,"2020"
"856","H3528",14,7050,9011,"CT","New London",996,"2020"
"857","H3528",14,7060,9013,"CT","Tolland",901,"2020"
"858","H3528",14,7070,9015,"CT","Windham",260,"2020"
"859","H3528",15,7000,9001,"CT","Fairfield",12,"2020"
"860","H3528",15,7010,9003,"CT","Hartford",602,"2020"
"861","H3528",15,7020,9005,"CT","Litchfield",128,"2020"
"862","H3528",15,7030,9007,"CT","Middlesex",216,"2020"
"863","H3528",15,7040,9009,"CT","New Haven",705,"2020"
"864","H3528",15,7050,9011,"CT","New London",159,"2020"
"865","H3528",15,7060,9013,"CT","Tolland",95,"2020"
"866","H3528",15,7070,9015,"CT","Windham",39,"2020"
"867","H3528",16,7010,9003,"CT","Hartford",570,"2020"
"868","H3528",16,7020,9005,"CT","Litchfield",109,"2020"
"869","H3528",16,7030,9007,"CT","Middlesex",198,"2020"
"870","H3528",16,7040,9009,"CT","New Haven",690,"2020"
"871","H3528",16,7050,9011,"CT","New London",119,"2020"
"872","H3528",16,7060,9013,"CT","Tolland",107,"2020"
"873","H3528",16,7070,9015,"CT","Windham",50,"2020"
"874","H3528",801,7000,9001,"CT","Fairfield",31,"2020"
"875","H3528",801,7040,9009,"CT","New Haven",283,"2020"
"876","H3528",806,7000,9001,"CT","Fairfield",28,"2020"
"877","H3528",806,7010,9003,"CT","Hartford",112,"2020"
"878","H3528",806,7020,9005,"CT","Litchfield",67,"2020"
"879","H3528",806,7030,9007,"CT","Middlesex",45,"2020"
"880","H3528",806,7040,9009,"CT","New Haven",54,"2020"
