"","Contract.Number","Plan.ID","SSA.State.County.Code","FIPS.State.County.Code","State","County","Enrollment","Year"
"881","H3528",806,7050,9011,"CT","New London",18,"2020"
"882","H3528",806,7060,9013,"CT","Tolland",28,"2020"
"883","H3916",802,7010,9003,"CT","Hartford",14,"2020"
"884","H3916",802,7030,9007,"CT","Middlesex",24,"2020"
"885","H3916",802,7040,9009,"CT","New Haven",273,"2020"
"886","H4003",34,7010,9003,"CT","Hartford",12,"2020"
"887","H4003",34,7040,9009,"CT","New Haven",13,"2020"
"888","H4036",805,7000,9001,"CT","Fairfield",17,"2020"
"889","H4036",805,7010,9003,"CT","Hartford",27,"2020"
"890","H4036",805,7030,9007,"CT","Middlesex",19,"2020"
"891","H4036",805,7040,9009,"CT","New Haven",313,"2020"
"892","H4909",804,7000,9001,"CT","Fairfield",19,"2020"
"893","H4909",804,7030,9007,"CT","Middlesex",20,"2020"
"894","H4909",804,7040,9009,"CT","New Haven",490,"2020"
"895","H4909",805,7000,9001,"CT","Fairfield",5215,"2020"
"896","H4909",805,7010,9003,"CT","Hartford",5029,"2020"
"897","H4909",805,7020,9005,"CT","Litchfield",1398,"2020"
"898","H4909",805,7030,9007,"CT","Middlesex",1523,"2020"
"899","H4909",805,7040,9009,"CT","New Haven",4695,"2020"
"900","H4909",805,7050,9011,"CT","New London",3136,"2020"
"901","H4909",805,7060,9013,"CT","Tolland",1068,"2020"
"902","H4909",805,7070,9015,"CT","Windham",677,"2020"
"903","H5216",805,7010,9003,"CT","Hartford",23,"2020"
"904","H5216",805,7020,9005,"CT","Litchfield",108,"2020"
"905","H5216",805,7040,9009,"CT","New Haven",12,"2020"
"906","H5216",806,7000,9001,"CT","Fairfield",63,"2020"
"907","H5216",806,7010,9003,"CT","Hartford",89,"2020"
"908","H5216",806,7020,9005,"CT","Litchfield",16,"2020"
"909","H5216",806,7030,9007,"CT","Middlesex",20,"2020"
"910","H5216",806,7040,9009,"CT","New Haven",61,"2020"
"911","H5273",1,7010,9003,"CT","Hartford",729,"2020"
"912","H5273",1,7020,9005,"CT","Litchfield",72,"2020"
"913","H5273",1,7040,9009,"CT","New Haven",186,"2020"
"914","H5273",1,7050,9011,"CT","New London",156,"2020"
"915","H5273",1,7060,9013,"CT","Tolland",180,"2020"
"916","H5273",1,7070,9015,"CT","Windham",90,"2020"
"917","H5273",2,7010,9003,"CT","Hartford",105,"2020"
"918","H5273",2,7040,9009,"CT","New Haven",39,"2020"
"919","H5273",2,7050,9011,"CT","New London",33,"2020"
"920","H5273",2,7060,9013,"CT","Tolland",30,"2020"
"921","H5273",2,7070,9015,"CT","Windham",13,"2020"
"922","H5273",3,7010,9003,"CT","Hartford",77,"2020"
"923","H5273",3,7040,9009,"CT","New Haven",18,"2020"
"924","H5273",3,7050,9011,"CT","New London",18,"2020"
"925","H5273",3,7060,9013,"CT","Tolland",13,"2020"
"926","H5273",3,7070,9015,"CT","Windham",18,"2020"
"927","H5521",13,7000,9001,"CT","Fairfield",1013,"2020"
"928","H5521",13,7010,9003,"CT","Hartford",543,"2020"
"929","H5521",13,7020,9005,"CT","Litchfield",254,"2020"
"930","H5521",13,7030,9007,"CT","Middlesex",42,"2020"
"931","H5521",13,7040,9009,"CT","New Haven",996,"2020"
"932","H5521",13,7050,9011,"CT","New London",59,"2020"
"933","H5521",13,7060,9013,"CT","Tolland",71,"2020"
"934","H5521",13,7070,9015,"CT","Windham",21,"2020"
"935","H5521",120,7000,9001,"CT","Fairfield",14,"2020"
"936","H5521",157,7000,9001,"CT","Fairfield",8582,"2020"
"937","H5521",157,7010,9003,"CT","Hartford",6981,"2020"
"938","H5521",157,7020,9005,"CT","Litchfield",3050,"2020"
"939","H5521",157,7030,9007,"CT","Middlesex",1105,"2020"
"940","H5521",157,7040,9009,"CT","New Haven",11527,"2020"
"941","H5521",157,7050,9011,"CT","New London",1169,"2020"
"942","H5521",157,7060,9013,"CT","Tolland",1057,"2020"
"943","H5521",157,7070,9015,"CT","Windham",587,"2020"
"944","H5521",801,7000,9001,"CT","Fairfield",1088,"2020"
"945","H5521",801,7010,9003,"CT","Hartford",541,"2020"
"946","H5521",801,7020,9005,"CT","Litchfield",239,"2020"
"947","H5521",801,7030,9007,"CT","Middlesex",259,"2020"
"948","H5521",801,7040,9009,"CT","New Haven",3763,"2020"
"949","H5521",801,7050,9011,"CT","New London",150,"2020"
"950","H5521",801,7060,9013,"CT","Tolland",31,"2020"
"951","H5521",801,7070,9015,"CT","Windham",32,"2020"
"952","H5521",802,7000,9001,"CT","Fairfield",1132,"2020"
"953","H5521",802,7010,9003,"CT","Hartford",2178,"2020"
"954","H5521",802,7020,9005,"CT","Litchfield",211,"2020"
"955","H5521",802,7030,9007,"CT","Middlesex",271,"2020"
"956","H5521",802,7040,9009,"CT","New Haven",790,"2020"
"957","H5521",802,7050,9011,"CT","New London",328,"2020"
"958","H5521",802,7060,9013,"CT","Tolland",327,"2020"
"959","H5521",802,7070,9015,"CT","Windham",146,"2020"
"960","H5793",1,7000,9001,"CT","Fairfield",265,"2020"
"961","H5793",1,7010,9003,"CT","Hartford",842,"2020"
"962","H5793",1,7020,9005,"CT","Litchfield",441,"2020"
"963","H5793",1,7040,9009,"CT","New Haven",293,"2020"
"964","H5793",1,7060,9013,"CT","Tolland",68,"2020"
"965","H5793",10,7000,9001,"CT","Fairfield",1611,"2020"
"966","H5793",10,7010,9003,"CT","Hartford",1238,"2020"
"967","H5793",10,7020,9005,"CT","Litchfield",462,"2020"
"968","H5793",10,7030,9007,"CT","Middlesex",53,"2020"
"969","H5793",10,7040,9009,"CT","New Haven",2473,"2020"
"970","H5793",10,7050,9011,"CT","New London",113,"2020"
"971","H5793",10,7060,9013,"CT","Tolland",139,"2020"
"972","H5793",10,7070,9015,"CT","Windham",38,"2020"
"973","H5793",12,7000,9001,"CT","Fairfield",262,"2020"
"974","H5793",12,7010,9003,"CT","Hartford",403,"2020"
"975","H5793",12,7020,9005,"CT","Litchfield",78,"2020"
"976","H5793",12,7030,9007,"CT","Middlesex",41,"2020"
"977","H5793",12,7040,9009,"CT","New Haven",431,"2020"
"978","H5793",12,7050,9011,"CT","New London",65,"2020"
"979","H5793",12,7060,9013,"CT","Tolland",50,"2020"
"980","H5793",12,7070,9015,"CT","Windham",29,"2020"
"981","H5854",7,7010,9003,"CT","Hartford",577,"2020"
"982","H5854",8,7000,9001,"CT","Fairfield",1274,"2020"
"983","H5854",8,7010,9003,"CT","Hartford",1986,"2020"
"984","H5854",8,7020,9005,"CT","Litchfield",367,"2020"
"985","H5854",8,7030,9007,"CT","Middlesex",305,"2020"
"986","H5854",8,7040,9009,"CT","New Haven",2214,"2020"
"987","H5854",8,7050,9011,"CT","New London",288,"2020"
"988","H5854",8,7060,9013,"CT","Tolland",220,"2020"
"989","H5854",8,7070,9015,"CT","Windham",197,"2020"
"990","H5854",9,7000,9001,"CT","Fairfield",490,"2020"
"991","H5854",9,7020,9005,"CT","Litchfield",115,"2020"
"992","H5854",9,7030,9007,"CT","Middlesex",51,"2020"
"993","H5854",9,7040,9009,"CT","New Haven",612,"2020"
"994","H5854",9,7070,9015,"CT","Windham",42,"2020"
"995","H5854",10,7000,9001,"CT","Fairfield",1903,"2020"
"996","H5854",10,7010,9003,"CT","Hartford",2086,"2020"
"997","H5854",10,7020,9005,"CT","Litchfield",639,"2020"
"998","H5854",10,7030,9007,"CT","Middlesex",658,"2020"
"999","H5854",10,7040,9009,"CT","New Haven",3688,"2020"
"1000","H5854",10,7070,9015,"CT","Windham",275,"2020"
"1001","H5854",11,7000,9001,"CT","Fairfield",396,"2020"
"1002","H5854",11,7010,9003,"CT","Hartford",794,"2020"
"1003","H5854",11,7020,9005,"CT","Litchfield",144,"2020"
"1004","H5854",11,7030,9007,"CT","Middlesex",135,"2020"
"1005","H5854",11,7040,9009,"CT","New Haven",894,"2020"
"1006","H5854",11,7050,9011,"CT","New London",369,"2020"
"1007","H5854",11,7060,9013,"CT","Tolland",159,"2020"
"1008","H5854",11,7070,9015,"CT","Windham",108,"2020"
"1009","H5854",12,7000,9001,"CT","Fairfield",44,"2020"
"1010","H5854",12,7010,9003,"CT","Hartford",33,"2020"
"1011","H5854",13,7000,9001,"CT","Fairfield",1136,"2020"
"1012","H5854",13,7010,9003,"CT","Hartford",2507,"2020"
"1013","H5854",13,7020,9005,"CT","Litchfield",335,"2020"
"1014","H5854",13,7030,9007,"CT","Middlesex",345,"2020"
"1015","H5854",13,7040,9009,"CT","New Haven",2554,"2020"
"1016","H5854",13,7050,9011,"CT","New London",336,"2020"
"1017","H5854",13,7060,9013,"CT","Tolland",199,"2020"
"1018","H5854",13,7070,9015,"CT","Windham",200,"2020"
"1019","H5854",15,7040,9009,"CT","New Haven",415,"2020"
"1020","H9572",802,7000,9001,"CT","Fairfield",24,"2020"
"1021","R7444",1,7000,9001,"CT","Fairfield",1251,"2020"
"1022","R7444",1,7010,9003,"CT","Hartford",1101,"2020"
"1023","R7444",1,7020,9005,"CT","Litchfield",314,"2020"
"1024","R7444",1,7030,9007,"CT","Middlesex",187,"2020"
"1025","R7444",1,7040,9009,"CT","New Haven",676,"2020"
"1026","R7444",1,7050,9011,"CT","New London",458,"2020"
"1027","R7444",1,7060,9013,"CT","Tolland",200,"2020"
"1028","R7444",1,7070,9015,"CT","Windham",341,"2020"
"1029","S0655",801,7010,9003,"CT","Hartford",13,"2020"
"1030","S2893",1,7000,9001,"CT","Fairfield",2036,"2020"
"1031","S2893",1,7010,9003,"CT","Hartford",1601,"2020"
"1032","S2893",1,7020,9005,"CT","Litchfield",537,"2020"
"1033","S2893",1,7030,9007,"CT","Middlesex",472,"2020"
"1034","S2893",1,7040,9009,"CT","New Haven",1805,"2020"
"1035","S2893",1,7050,9011,"CT","New London",616,"2020"
"1036","S2893",1,7060,9013,"CT","Tolland",248,"2020"
"1037","S2893",1,7070,9015,"CT","Windham",238,"2020"
"1038","S2893",3,7000,9001,"CT","Fairfield",597,"2020"
"1039","S2893",3,7010,9003,"CT","Hartford",431,"2020"
"1040","S2893",3,7020,9005,"CT","Litchfield",124,"2020"
"1041","S2893",3,7030,9007,"CT","Middlesex",123,"2020"
"1042","S2893",3,7040,9009,"CT","New Haven",541,"2020"
"1043","S2893",3,7050,9011,"CT","New London",171,"2020"
"1044","S2893",3,7060,9013,"CT","Tolland",67,"2020"
"1045","S2893",3,7070,9015,"CT","Windham",53,"2020"
"1046","S2893",801,7000,9001,"CT","Fairfield",139,"2020"
"1047","S2893",801,7010,9003,"CT","Hartford",443,"2020"
"1048","S2893",801,7020,9005,"CT","Litchfield",115,"2020"
"1049","S2893",801,7030,9007,"CT","Middlesex",69,"2020"
"1050","S2893",801,7040,9009,"CT","New Haven",135,"2020"
"1051","S2893",801,7050,9011,"CT","New London",179,"2020"
"1052","S2893",801,7060,9013,"CT","Tolland",43,"2020"
"1053","S2893",801,7070,9015,"CT","Windham",75,"2020"
"1054","S4501",804,7000,9001,"CT","Fairfield",243,"2020"
"1055","S4501",804,7040,9009,"CT","New Haven",11,"2020"
"1056","S4607",2,7000,9001,"CT","Fairfield",12,"2020"
"1057","S4802",76,7000,9001,"CT","Fairfield",2505,"2020"
"1058","S4802",76,7010,9003,"CT","Hartford",2576,"2020"
"1059","S4802",76,7020,9005,"CT","Litchfield",744,"2020"
"1060","S4802",76,7030,9007,"CT","Middlesex",503,"2020"
"1061","S4802",76,7040,9009,"CT","New Haven",2949,"2020"
"1062","S4802",76,7050,9011,"CT","New London",1209,"2020"
"1063","S4802",76,7060,9013,"CT","Tolland",323,"2020"
"1064","S4802",76,7070,9015,"CT","Windham",581,"2020"
"1065","S4802",77,7000,9001,"CT","Fairfield",15,"2020"
"1066","S4802",77,7040,9009,"CT","New Haven",13,"2020"
"1067","S4802",137,7000,9001,"CT","Fairfield",3071,"2020"
"1068","S4802",137,7010,9003,"CT","Hartford",1457,"2020"
"1069","S4802",137,7020,9005,"CT","Litchfield",605,"2020"
"1070","S4802",137,7030,9007,"CT","Middlesex",355,"2020"
"1071","S4802",137,7040,9009,"CT","New Haven",1346,"2020"
"1072","S4802",137,7050,9011,"CT","New London",598,"2020"
"1073","S4802",137,7060,9013,"CT","Tolland",313,"2020"
"1074","S4802",137,7070,9015,"CT","Windham",217,"2020"
"1075","S4802",171,7000,9001,"CT","Fairfield",1046,"2020"
"1076","S4802",171,7010,9003,"CT","Hartford",671,"2020"
"1077","S4802",171,7020,9005,"CT","Litchfield",311,"2020"
"1078","S4802",171,7030,9007,"CT","Middlesex",164,"2020"
"1079","S4802",171,7040,9009,"CT","New Haven",680,"2020"
"1080","S4802",171,7050,9011,"CT","New London",308,"2020"
"1081","S4802",171,7060,9013,"CT","Tolland",97,"2020"
"1082","S4802",171,7070,9015,"CT","Windham",176,"2020"
"1083","S5552",4,7000,9001,"CT","Fairfield",37,"2020"
"1084","S5552",4,7040,9009,"CT","New Haven",23,"2020"
"1085","S5601",4,7000,9001,"CT","Fairfield",11382,"2020"
"1086","S5601",4,7010,9003,"CT","Hartford",10590,"2020"
"1087","S5601",4,7020,9005,"CT","Litchfield",2857,"2020"
"1088","S5601",4,7030,9007,"CT","Middlesex",1898,"2020"
"1089","S5601",4,7040,9009,"CT","New Haven",11058,"2020"
"1090","S5601",4,7050,9011,"CT","New London",3862,"2020"
"1091","S5601",4,7060,9013,"CT","Tolland",1277,"2020"
"1092","S5601",4,7070,9015,"CT","Windham",1663,"2020"
"1093","S5601",5,7000,9001,"CT","Fairfield",440,"2020"
"1094","S5601",5,7010,9003,"CT","Hartford",269,"2020"
"1095","S5601",5,7020,9005,"CT","Litchfield",109,"2020"
"1096","S5601",5,7030,9007,"CT","Middlesex",60,"2020"
"1097","S5601",5,7040,9009,"CT","New Haven",321,"2020"
"1098","S5601",5,7050,9011,"CT","New London",108,"2020"
"1099","S5601",5,7060,9013,"CT","Tolland",58,"2020"
"1100","S5601",5,7070,9015,"CT","Windham",33,"2020"
"1101","S5601",6,7000,9001,"CT","Fairfield",112,"2020"
"1102","S5601",6,7010,9003,"CT","Hartford",26,"2020"
"1103","S5601",6,7020,9005,"CT","Litchfield",14,"2020"
"1104","S5601",6,7040,9009,"CT","New Haven",42,"2020"
"1105","S5601",8,7000,9001,"CT","Fairfield",14,"2020"
"1106","S5601",22,7000,9001,"CT","Fairfield",57,"2020"
"1107","S5601",22,7010,9003,"CT","Hartford",58,"2020"
"1108","S5601",22,7040,9009,"CT","New Haven",63,"2020"
"1109","S5601",22,7050,9011,"CT","New London",17,"2020"
"1110","S5601",64,7000,9001,"CT","Fairfield",11,"2020"
"1111","S5601",801,7000,9001,"CT","Fairfield",589,"2020"
"1112","S5601",801,7010,9003,"CT","Hartford",367,"2020"
"1113","S5601",801,7020,9005,"CT","Litchfield",159,"2020"
"1114","S5601",801,7030,9007,"CT","Middlesex",126,"2020"
"1115","S5601",801,7040,9009,"CT","New Haven",655,"2020"
"1116","S5601",801,7050,9011,"CT","New London",139,"2020"
"1117","S5601",801,7060,9013,"CT","Tolland",36,"2020"
"1118","S5601",801,7070,9015,"CT","Windham",42,"2020"
"1119","S5601",805,7000,9001,"CT","Fairfield",1288,"2020"
"1120","S5601",805,7010,9003,"CT","Hartford",1209,"2020"
"1121","S5601",805,7020,9005,"CT","Litchfield",216,"2020"
"1122","S5601",805,7030,9007,"CT","Middlesex",221,"2020"
"1123","S5601",805,7040,9009,"CT","New Haven",615,"2020"
"1124","S5601",805,7050,9011,"CT","New London",1226,"2020"
"1125","S5601",805,7060,9013,"CT","Tolland",184,"2020"
"1126","S5601",805,7070,9015,"CT","Windham",121,"2020"
"1127","S5601",807,7000,9001,"CT","Fairfield",67,"2020"
"1128","S5601",807,7010,9003,"CT","Hartford",15,"2020"
"1129","S5601",807,7030,9007,"CT","Middlesex",59,"2020"
"1130","S5601",807,7040,9009,"CT","New Haven",41,"2020"
"1131","S5601",807,7050,9011,"CT","New London",28,"2020"
"1132","S5601",807,7070,9015,"CT","Windham",23,"2020"
"1133","S5601",811,7000,9001,"CT","Fairfield",1064,"2020"
"1134","S5601",811,7010,9003,"CT","Hartford",168,"2020"
"1135","S5601",811,7020,9005,"CT","Litchfield",215,"2020"
"1136","S5601",811,7030,9007,"CT","Middlesex",80,"2020"
"1137","S5601",811,7040,9009,"CT","New Haven",470,"2020"
"1138","S5601",811,7050,9011,"CT","New London",99,"2020"
"1139","S5601",811,7060,9013,"CT","Tolland",16,"2020"
"1140","S5601",811,7070,9015,"CT","Windham",15,"2020"
"1141","S5601",813,7000,9001,"CT","Fairfield",265,"2020"
"1142","S5601",813,7010,9003,"CT","Hartford",19,"2020"
"1143","S5601",813,7020,9005,"CT","Litchfield",18,"2020"
"1144","S5601",813,7040,9009,"CT","New Haven",49,"2020"
"1145","S5601",816,7000,9001,"CT","Fairfield",79,"2020"
"1146","S5601",816,7010,9003,"CT","Hartford",157,"2020"
"1147","S5601",816,7020,9005,"CT","Litchfield",21,"2020"
"1148","S5601",816,7030,9007,"CT","Middlesex",39,"2020"
"1149","S5601",816,7040,9009,"CT","New Haven",243,"2020"
"1150","S5601",816,7050,9011,"CT","New London",54,"2020"
"1151","S5601",816,7060,9013,"CT","Tolland",18,"2020"
"1152","S5601",816,7070,9015,"CT","Windham",16,"2020"
"1153","S5601",818,7000,9001,"CT","Fairfield",203,"2020"
"1154","S5601",818,7010,9003,"CT","Hartford",76,"2020"
"1155","S5601",818,7020,9005,"CT","Litchfield",47,"2020"
"1156","S5601",818,7030,9007,"CT","Middlesex",174,"2020"
"1157","S5601",818,7040,9009,"CT","New Haven",3378,"2020"
"1158","S5601",818,7050,9011,"CT","New London",59,"2020"
"1159","S5601",820,7000,9001,"CT","Fairfield",118,"2020"
"1160","S5601",820,7010,9003,"CT","Hartford",25,"2020"
"1161","S5601",820,7020,9005,"CT","Litchfield",12,"2020"
"1162","S5601",820,7040,9009,"CT","New Haven",56,"2020"
"1163","S5601",820,7050,9011,"CT","New London",12,"2020"
"1164","S5617",8,7000,9001,"CT","Fairfield",974,"2020"
"1165","S5617",8,7010,9003,"CT","Hartford",949,"2020"
"1166","S5617",8,7020,9005,"CT","Litchfield",220,"2020"
"1167","S5617",8,7030,9007,"CT","Middlesex",161,"2020"
"1168","S5617",8,7040,9009,"CT","New Haven",972,"2020"
"1169","S5617",8,7050,9011,"CT","New London",369,"2020"
"1170","S5617",8,7060,9013,"CT","Tolland",117,"2020"
"1171","S5617",8,7070,9015,"CT","Windham",167,"2020"
"1172","S5617",13,7000,9001,"CT","Fairfield",38,"2020"
"1173","S5617",13,7040,9009,"CT","New Haven",12,"2020"
"1174","S5617",247,7000,9001,"CT","Fairfield",445,"2020"
"1175","S5617",247,7010,9003,"CT","Hartford",272,"2020"
"1176","S5617",247,7020,9005,"CT","Litchfield",108,"2020"
"1177","S5617",247,7030,9007,"CT","Middlesex",56,"2020"
"1178","S5617",247,7040,9009,"CT","New Haven",291,"2020"
"1179","S5617",247,7050,9011,"CT","New London",106,"2020"
"1180","S5617",247,7060,9013,"CT","Tolland",46,"2020"
"1181","S5617",247,7070,9015,"CT","Windham",28,"2020"
"1182","S5617",281,7000,9001,"CT","Fairfield",492,"2020"
"1183","S5617",281,7010,9003,"CT","Hartford",226,"2020"
"1184","S5617",281,7020,9005,"CT","Litchfield",123,"2020"
"1185","S5617",281,7030,9007,"CT","Middlesex",59,"2020"
"1186","S5617",281,7040,9009,"CT","New Haven",209,"2020"
"1187","S5617",281,7050,9011,"CT","New London",127,"2020"
"1188","S5617",281,7060,9013,"CT","Tolland",44,"2020"
"1189","S5617",281,7070,9015,"CT","Windham",48,"2020"
"1190","S5617",801,7000,9001,"CT","Fairfield",142,"2020"
"1191","S5617",801,7010,9003,"CT","Hartford",76,"2020"
"1192","S5617",801,7020,9005,"CT","Litchfield",15,"2020"
"1193","S5617",801,7030,9007,"CT","Middlesex",58,"2020"
"1194","S5617",801,7040,9009,"CT","New Haven",19,"2020"
"1195","S5617",801,7050,9011,"CT","New London",21,"2020"
"1196","S5617",805,7000,9001,"CT","Fairfield",107,"2020"
"1197","S5617",805,7010,9003,"CT","Hartford",608,"2020"
"1198","S5617",805,7020,9005,"CT","Litchfield",35,"2020"
"1199","S5617",805,7030,9007,"CT","Middlesex",24,"2020"
"1200","S5617",805,7040,9009,"CT","New Haven",48,"2020"
"1201","S5617",805,7050,9011,"CT","New London",20,"2020"
"1202","S5617",805,7060,9013,"CT","Tolland",59,"2020"
"1203","S5660",105,7000,9001,"CT","Fairfield",617,"2020"
"1204","S5660",105,7010,9003,"CT","Hartford",492,"2020"
"1205","S5660",105,7020,9005,"CT","Litchfield",150,"2020"
"1206","S5660",105,7030,9007,"CT","Middlesex",111,"2020"
"1207","S5660",105,7040,9009,"CT","New Haven",419,"2020"
"1208","S5660",105,7050,9011,"CT","New London",189,"2020"
"1209","S5660",105,7060,9013,"CT","Tolland",75,"2020"
"1210","S5660",105,7070,9015,"CT","Windham",74,"2020"
"1211","S5660",206,7000,9001,"CT","Fairfield",195,"2020"
"1212","S5660",206,7010,9003,"CT","Hartford",98,"2020"
"1213","S5660",206,7020,9005,"CT","Litchfield",32,"2020"
"1214","S5660",206,7030,9007,"CT","Middlesex",26,"2020"
"1215","S5660",206,7040,9009,"CT","New Haven",112,"2020"
"1216","S5660",206,7050,9011,"CT","New London",39,"2020"
"1217","S5660",206,7060,9013,"CT","Tolland",16,"2020"
"1218","S5660",206,7070,9015,"CT","Windham",27,"2020"
"1219","S5660",219,7000,9001,"CT","Fairfield",602,"2020"
"1220","S5660",219,7010,9003,"CT","Hartford",439,"2020"
"1221","S5660",219,7020,9005,"CT","Litchfield",132,"2020"
"1222","S5660",219,7030,9007,"CT","Middlesex",105,"2020"
"1223","S5660",219,7040,9009,"CT","New Haven",477,"2020"
"1224","S5660",219,7050,9011,"CT","New London",193,"2020"
"1225","S5660",219,7060,9013,"CT","Tolland",90,"2020"
"1226","S5660",219,7070,9015,"CT","Windham",62,"2020"
"1227","S5660",801,7000,9001,"CT","Fairfield",8331,"2020"
"1228","S5660",801,7010,9003,"CT","Hartford",7376,"2020"
"1229","S5660",801,7020,9005,"CT","Litchfield",2031,"2020"
"1230","S5660",801,7030,9007,"CT","Middlesex",2113,"2020"
"1231","S5660",801,7040,9009,"CT","New Haven",7145,"2020"
"1232","S5660",801,7050,9011,"CT","New London",3827,"2020"
"1233","S5660",801,7060,9013,"CT","Tolland",1441,"2020"
"1234","S5660",801,7070,9015,"CT","Windham",928,"2020"
"1235","S5660",802,7000,9001,"CT","Fairfield",42,"2020"
"1236","S5660",802,7010,9003,"CT","Hartford",25,"2020"
"1237","S5660",802,7040,9009,"CT","New Haven",55,"2020"
"1238","S5660",803,7000,9001,"CT","Fairfield",16,"2020"
"1239","S5660",803,7010,9003,"CT","Hartford",23,"2020"
"1240","S5660",803,7040,9009,"CT","New Haven",12,"2020"
"1241","S5660",806,7000,9001,"CT","Fairfield",34,"2020"
"1242","S5660",806,7010,9003,"CT","Hartford",443,"2020"
"1243","S5660",806,7020,9005,"CT","Litchfield",159,"2020"
"1244","S5660",806,7030,9007,"CT","Middlesex",34,"2020"
"1245","S5660",806,7040,9009,"CT","New Haven",175,"2020"
"1246","S5660",806,7050,9011,"CT","New London",20,"2020"
"1247","S5660",806,7070,9015,"CT","Windham",11,"2020"
"1248","S5768",126,7000,9001,"CT","Fairfield",1040,"2020"
"1249","S5768",126,7010,9003,"CT","Hartford",794,"2020"
"1250","S5768",126,7020,9005,"CT","Litchfield",283,"2020"
"1251","S5768",126,7030,9007,"CT","Middlesex",172,"2020"
"1252","S5768",126,7040,9009,"CT","New Haven",793,"2020"
"1253","S5768",126,7050,9011,"CT","New London",260,"2020"
"1254","S5768",126,7060,9013,"CT","Tolland",125,"2020"
"1255","S5768",126,7070,9015,"CT","Windham",143,"2020"
"1256","S5805",803,7000,9001,"CT","Fairfield",14,"2020"
"1257","S5810",36,7000,9001,"CT","Fairfield",2234,"2020"
"1258","S5810",36,7010,9003,"CT","Hartford",2446,"2020"
"1259","S5810",36,7020,9005,"CT","Litchfield",598,"2020"
"1260","S5810",36,7030,9007,"CT","Middlesex",408,"2020"
"1261","S5810",36,7040,9009,"CT","New Haven",2277,"2020"
"1262","S5810",36,7050,9011,"CT","New London",871,"2020"
"1263","S5810",36,7060,9013,"CT","Tolland",262,"2020"
"1264","S5810",36,7070,9015,"CT","Windham",397,"2020"
"1265","S5810",37,7000,9001,"CT","Fairfield",17,"2020"
"1266","S5810",276,7000,9001,"CT","Fairfield",1834,"2020"
"1267","S5810",276,7010,9003,"CT","Hartford",1198,"2020"
"1268","S5810",276,7020,9005,"CT","Litchfield",375,"2020"
"1269","S5810",276,7030,9007,"CT","Middlesex",293,"2020"
"1270","S5810",276,7040,9009,"CT","New Haven",1267,"2020"
"1271","S5810",276,7050,9011,"CT","New London",466,"2020"
"1272","S5810",276,7060,9013,"CT","Tolland",212,"2020"
"1273","S5810",276,7070,9015,"CT","Windham",144,"2020"
"1274","S5820",2,7000,9001,"CT","Fairfield",12830,"2020"
"1275","S5820",2,7010,9003,"CT","Hartford",8343,"2020"
"1276","S5820",2,7020,9005,"CT","Litchfield",2733,"2020"
"1277","S5820",2,7030,9007,"CT","Middlesex",2071,"2020"
"1278","S5820",2,7040,9009,"CT","New Haven",8100,"2020"
"1279","S5820",2,7050,9011,"CT","New London",2567,"2020"
"1280","S5820",2,7060,9013,"CT","Tolland",1499,"2020"
"1281","S5820",2,7070,9015,"CT","Windham",1069,"2020"
"1282","S5820",803,7010,9003,"CT","Hartford",20,"2020"
"1283","S5820",803,7030,9007,"CT","Middlesex",13,"2020"
"1284","S5820",814,7000,9001,"CT","Fairfield",20,"2020"
"1285","S5820",814,7010,9003,"CT","Hartford",105,"2020"
"1286","S5884",102,7000,9001,"CT","Fairfield",3680,"2020"
"1287","S5884",102,7010,9003,"CT","Hartford",3899,"2020"
"1288","S5884",102,7020,9005,"CT","Litchfield",967,"2020"
"1289","S5884",102,7030,9007,"CT","Middlesex",671,"2020"
"1290","S5884",102,7040,9009,"CT","New Haven",3959,"2020"
"1291","S5884",102,7050,9011,"CT","New London",1525,"2020"
"1292","S5884",102,7060,9013,"CT","Tolland",440,"2020"
"1293","S5884",102,7070,9015,"CT","Windham",705,"2020"
"1294","S5884",149,7000,9001,"CT","Fairfield",2668,"2020"
"1295","S5884",149,7010,9003,"CT","Hartford",2112,"2020"
"1296","S5884",149,7020,9005,"CT","Litchfield",775,"2020"
"1297","S5884",149,7030,9007,"CT","Middlesex",544,"2020"
"1298","S5884",149,7040,9009,"CT","New Haven",2000,"2020"
"1299","S5884",149,7050,9011,"CT","New London",774,"2020"
"1300","S5884",149,7060,9013,"CT","Tolland",317,"2020"
"1301","S5884",149,7070,9015,"CT","Windham",398,"2020"
"1302","S5884",182,7000,9001,"CT","Fairfield",1117,"2020"
"1303","S5884",182,7010,9003,"CT","Hartford",802,"2020"
"1304","S5884",182,7020,9005,"CT","Litchfield",362,"2020"
"1305","S5884",182,7030,9007,"CT","Middlesex",245,"2020"
"1306","S5884",182,7040,9009,"CT","New Haven",822,"2020"
"1307","S5884",182,7050,9011,"CT","New London",417,"2020"
"1308","S5884",182,7060,9013,"CT","Tolland",127,"2020"
"1309","S5884",182,7070,9015,"CT","Windham",232,"2020"
"1310","S5884",834,7000,9001,"CT","Fairfield",19,"2020"
"1311","S5884",834,7010,9003,"CT","Hartford",140,"2020"
"1312","S5884",834,7040,9009,"CT","New Haven",40,"2020"
"1313","S5921",348,7000,9001,"CT","Fairfield",5583,"2020"
"1314","S5921",348,7010,9003,"CT","Hartford",4820,"2020"
"1315","S5921",348,7020,9005,"CT","Litchfield",1302,"2020"
