Contract.Number,Plan.ID,SSA.State.County.Code,FIPS.State.County.Code,State,County,Enrollment,Year
H2406,834,7020,9005,CT,Litchfield,*,2020
H2406,834,7030,9007,CT,Middlesex,*,2020
H2406,834,7040,9009,CT,New Haven,*,2020
H2406,834,7050,9011,CT,New London,*,2020
H2406,834,7060,9013,CT,Tolland,*,2020
H2406,834,7070,9015,CT,Windham,*,2020
H2406,835,7000,9001,CT,Fairfield,*,2020
H2406,835,7010,9003,CT,Hartford,*,2020
H2406,835,7020,9005,CT,Litchfield,*,2020
H2406,835,7030,9007,CT,Middlesex,*,2020
H2406,835,7040,9009,CT,New Haven,*,2020
H2406,835,7050,9011,CT,New London,*,2020
H2406,835,7060,9013,CT,Tolland,*,2020
H2406,835,7070,9015,CT,Windham,*,2020
H2425,1,7030,9007,CT,Middlesex,*,2020
H2506,1,7010,9003,CT,Hartford,*,2020
H2531,1,7040,9009,CT,New Haven,*,2020
H2563,4,7040,9009,CT,New Haven,*,2020
H2577,6,7000,9001,CT,Fairfield,*,2020
H2577,6,7020,9005,CT,Litchfield,*,2020
H2577,6,7040,9009,CT,New Haven,*,2020
H2591,801,7000,9001,CT,Fairfield,*,2020
H2591,801,7010,9003,CT,Hartford,*,2020
H2591,801,7020,9005,CT,Litchfield,*,2020
H2591,801,7030,9007,CT,Middlesex,*,2020
H2591,801,7040,9009,CT,New Haven,*,2020
H2591,801,7050,9011,CT,New London,*,2020
H2591,801,7060,9013,CT,Tolland,*,2020
H2591,801,7070,9015,CT,Windham,*,2020
H2591,802,7000,9001,CT,Fairfield,*,2020
H2591,802,7010,9003,CT,Hartford,*,2020
H2591,802,7020,9005,CT,Litchfield,*,2020
H2591,802,7030,9007,CT,Middlesex,*,2020
H2591,802,7040,9009,CT,New Haven,*,2020
H2591,802,7050,9011,CT,New London,*,2020
H2591,802,7060,9013,CT,Tolland,*,2020
H2591,802,7070,9015,CT,Windham,*,2020
H2591,803,7000,9001,CT,Fairfield,*,2020
H2591,803,7010,9003,CT,Hartford,*,2020
H2591,803,7020,9005,CT,Litchfield,*,2020
H2591,803,7030,9007,CT,Middlesex,*,2020
H2591,803,7040,9009,CT,New Haven,*,2020
H2591,803,7050,9011,CT,New London,*,2020
H2591,803,7060,9013,CT,Tolland,*,2020
H2591,803,7070,9015,CT,Windham,*,2020
H2610,5,7010,9003,CT,Hartford,*,2020
H2663,805,7000,9001,CT,Fairfield,*,2020
H2663,805,7010,9003,CT,Hartford,*,2020
H2663,805,7020,9005,CT,Litchfield,*,2020
H2663,805,7030,9007,CT,Middlesex,*,2020
H2663,805,7040,9009,CT,New Haven,*,2020
H2663,805,7050,9011,CT,New London,*,2020
H2663,805,7060,9013,CT,Tolland,*,2020
H2663,805,7070,9015,CT,Windham,*,2020
H2663,810,7000,9001,CT,Fairfield,*,2020
H2663,810,7010,9003,CT,Hartford,*,2020
H2663,810,7020,9005,CT,Litchfield,*,2020
H2663,810,7030,9007,CT,Middlesex,*,2020
H2663,810,7040,9009,CT,New Haven,*,2020
H2663,810,7050,9011,CT,New London,*,2020
H2663,810,7060,9013,CT,Tolland,*,2020
H2663,810,7070,9015,CT,Windham,*,2020
H2663,814,7000,9001,CT,Fairfield,*,2020
H2663,814,7010,9003,CT,Hartford,*,2020
H2663,814,7020,9005,CT,Litchfield,*,2020
H2663,814,7030,9007,CT,Middlesex,*,2020
H2663,814,7040,9009,CT,New Haven,*,2020
H2663,814,7050,9011,CT,New London,*,2020
H2663,814,7060,9013,CT,Tolland,*,2020
H2663,814,7070,9015,CT,Windham,*,2020
H2775,106,7050,9011,CT,New London,*,2020
H2775,801,7000,9001,CT,Fairfield,*,2020
H2775,801,7010,9003,CT,Hartford,*,2020
H2775,801,7020,9005,CT,Litchfield,*,2020
H2775,801,7030,9007,CT,Middlesex,*,2020
H2775,801,7040,9009,CT,New Haven,*,2020
H2775,801,7050,9011,CT,New London,*,2020
H2775,801,7060,9013,CT,Tolland,*,2020
H2775,801,7070,9015,CT,Windham,*,2020
H2775,802,7000,9001,CT,Fairfield,*,2020
H2775,802,7010,9003,CT,Hartford,*,2020
H2775,802,7020,9005,CT,Litchfield,*,2020
H2775,802,7030,9007,CT,Middlesex,*,2020
H2775,802,7040,9009,CT,New Haven,*,2020
H2775,802,7050,9011,CT,New London,*,2020
H2775,802,7060,9013,CT,Tolland,*,2020
H2775,802,7070,9015,CT,Windham,*,2020
H2775,803,7000,9001,CT,Fairfield,*,2020
H2775,803,7010,9003,CT,Hartford,*,2020
H2775,803,7020,9005,CT,Litchfield,*,2020
H2775,803,7030,9007,CT,Middlesex,*,2020
H2775,803,7040,9009,CT,New Haven,*,2020
H2775,803,7050,9011,CT,New London,*,2020
H2775,803,7060,9013,CT,Tolland,*,2020
H2775,803,7070,9015,CT,Windham,*,2020
H2816,40,7050,9011,CT,New London,*,2020
H2816,801,7000,9001,CT,Fairfield,*,2020
H2816,801,7010,9003,CT,Hartford,*,2020
H2816,801,7020,9005,CT,Litchfield,*,2020
H2816,801,7030,9007,CT,Middlesex,*,2020
H2816,801,7040,9009,CT,New Haven,*,2020
H2816,801,7050,9011,CT,New London,*,2020
H2816,801,7060,9013,CT,Tolland,*,2020
H2816,801,7070,9015,CT,Windham,*,2020
H2816,802,7000,9001,CT,Fairfield,*,2020
H2816,802,7010,9003,CT,Hartford,*,2020
H2816,802,7020,9005,CT,Litchfield,*,2020
H2816,802,7030,9007,CT,Middlesex,*,2020
H2816,802,7040,9009,CT,New Haven,*,2020
H2816,802,7050,9011,CT,New London,*,2020
H2816,802,7060,9013,CT,Tolland,*,2020
H2816,802,7070,9015,CT,Windham,*,2020
H2816,803,7000,9001,CT,Fairfield,*,2020
H2816,803,7010,9003,CT,Hartford,*,2020
H2816,803,7020,9005,CT,Litchfield,*,2020
H2816,803,7030,9007,CT,Middlesex,*,2020
H2816,803,7040,9009,CT,New Haven,*,2020
H2816,803,7050,9011,CT,New London,*,2020
H2816,803,7060,9013,CT,Tolland,*,2020
H2816,803,7070,9015,CT,Windham,*,2020
H2825,1,7000,9001,CT,Fairfield,*,2020
H2836,801,7000,9001,CT,Fairfield,*,2020
H2836,801,7010,9003,CT,Hartford,*,2020
H2836,801,7020,9005,CT,Litchfield,*,2020
H2836,801,7030,9007,CT,Middlesex,*,2020
H2836,801,7040,9009,CT,New Haven,*,2020
H2836,801,7050,9011,CT,New London,*,2020
H2836,801,7060,9013,CT,Tolland,*,2020
H2836,801,7070,9015,CT,Windham,*,2020
H3113,5,7010,9003,CT,Hartford,*,2020
H3113,9,7010,9003,CT,Hartford,*,2020
H3113,9,7050,9011,CT,New London,*,2020
H3113,11,7010,9003,CT,Hartford,*,2020
H3146,801,7000,9001,CT,Fairfield,*,2020
H3146,801,7010,9003,CT,Hartford,*,2020
H3146,801,7020,9005,CT,Litchfield,*,2020
H3146,801,7030,9007,CT,Middlesex,*,2020
H3146,801,7040,9009,CT,New Haven,*,2020
H3146,801,7050,9011,CT,New London,*,2020
H3146,801,7060,9013,CT,Tolland,*,2020
H3146,801,7070,9015,CT,Windham,*,2020
H3146,802,7000,9001,CT,Fairfield,*,2020
H3146,802,7010,9003,CT,Hartford,*,2020
H3146,802,7020,9005,CT,Litchfield,*,2020
H3146,802,7030,9007,CT,Middlesex,*,2020
H3146,802,7040,9009,CT,New Haven,*,2020
H3146,802,7050,9011,CT,New London,*,2020
H3146,802,7060,9013,CT,Tolland,*,2020
H3146,802,7070,9015,CT,Windham,*,2020
H3146,803,7000,9001,CT,Fairfield,*,2020
H3146,803,7010,9003,CT,Hartford,*,2020
H3146,803,7020,9005,CT,Litchfield,*,2020
H3146,803,7030,9007,CT,Middlesex,*,2020
H3146,803,7040,9009,CT,New Haven,*,2020
H3146,803,7050,9011,CT,New London,*,2020
H3146,803,7060,9013,CT,Tolland,*,2020
H3146,803,7070,9015,CT,Windham,*,2020
H3152,80,7000,9001,CT,Fairfield,*,2020
H3152,82,7030,9007,CT,Middlesex,*,2020
H3152,84,7010,9003,CT,Hartford,*,2020
H3152,801,7000,9001,CT,Fairfield,*,2020
H3152,801,7010,9003,CT,Hartford,*,2020
H3152,801,7020,9005,CT,Litchfield,*,2020
H3152,801,7030,9007,CT,Middlesex,*,2020
H3152,801,7040,9009,CT,New Haven,*,2020
H3152,801,7050,9011,CT,New London,*,2020
H3152,801,7060,9013,CT,Tolland,*,2020
H3152,801,7070,9015,CT,Windham,*,2020
H3152,804,7000,9001,CT,Fairfield,*,2020
H3152,804,7010,9003,CT,Hartford,*,2020
H3152,804,7020,9005,CT,Litchfield,*,2020
H3152,804,7030,9007,CT,Middlesex,*,2020
H3152,804,7040,9009,CT,New Haven,*,2020
H3152,804,7050,9011,CT,New London,*,2020
H3152,804,7060,9013,CT,Tolland,*,2020
H3152,804,7070,9015,CT,Windham,*,2020
H3152,806,7000,9001,CT,Fairfield,*,2020
H3152,806,7010,9003,CT,Hartford,*,2020
H3152,806,7020,9005,CT,Litchfield,*,2020
H3152,806,7030,9007,CT,Middlesex,*,2020
H3152,806,7040,9009,CT,New Haven,*,2020
H3152,806,7050,9011,CT,New London,*,2020
H3152,806,7060,9013,CT,Tolland,*,2020
H3152,806,7070,9015,CT,Windham,*,2020
H3154,811,7000,9001,CT,Fairfield,*,2020
H3154,811,7010,9003,CT,Hartford,*,2020
H3154,811,7020,9005,CT,Litchfield,*,2020
H3154,811,7030,9007,CT,Middlesex,*,2020
H3154,811,7040,9009,CT,New Haven,*,2020
H3154,811,7050,9011,CT,New London,*,2020
H3154,811,7060,9013,CT,Tolland,*,2020
H3154,811,7070,9015,CT,Windham,*,2020
H3192,801,7000,9001,CT,Fairfield,*,2020
H3192,801,7010,9003,CT,Hartford,*,2020
H3192,801,7020,9005,CT,Litchfield,*,2020
H3192,801,7030,9007,CT,Middlesex,*,2020
H3192,801,7040,9009,CT,New Haven,*,2020
H3192,801,7050,9011,CT,New London,*,2020
H3192,801,7060,9013,CT,Tolland,*,2020
H3192,801,7070,9015,CT,Windham,*,2020
H3192,802,7000,9001,CT,Fairfield,*,2020
H3192,802,7010,9003,CT,Hartford,*,2020
H3192,802,7020,9005,CT,Litchfield,*,2020
H3192,802,7030,9007,CT,Middlesex,*,2020
H3192,802,7040,9009,CT,New Haven,*,2020
H3192,802,7050,9011,CT,New London,*,2020
H3192,802,7060,9013,CT,Tolland,*,2020
H3192,802,7070,9015,CT,Windham,*,2020
H3192,803,7000,9001,CT,Fairfield,*,2020
H3192,803,7010,9003,CT,Hartford,*,2020
H3192,803,7020,9005,CT,Litchfield,*,2020
H3192,803,7030,9007,CT,Middlesex,*,2020
H3192,803,7040,9009,CT,New Haven,*,2020
H3192,803,7050,9011,CT,New London,*,2020
H3192,803,7060,9013,CT,Tolland,*,2020
H3192,803,7070,9015,CT,Windham,*,2020
H3219,801,7000,9001,CT,Fairfield,*,2020
H3219,801,7010,9003,CT,Hartford,*,2020
H3219,801,7020,9005,CT,Litchfield,*,2020
H3219,801,7030,9007,CT,Middlesex,*,2020
H3219,801,7040,9009,CT,New Haven,*,2020
H3219,801,7050,9011,CT,New London,*,2020
H3219,801,7060,9013,CT,Tolland,*,2020
H3219,801,7070,9015,CT,Windham,*,2020
H3219,802,7000,9001,CT,Fairfield,*,2020
H3219,802,7010,9003,CT,Hartford,*,2020
H3219,802,7020,9005,CT,Litchfield,*,2020
H3219,802,7030,9007,CT,Middlesex,*,2020
H3219,802,7040,9009,CT,New Haven,*,2020
H3219,802,7050,9011,CT,New London,*,2020
H3219,802,7060,9013,CT,Tolland,*,2020
H3219,802,7070,9015,CT,Windham,*,2020
H3219,803,7000,9001,CT,Fairfield,*,2020
H3219,803,7010,9003,CT,Hartford,*,2020
H3219,803,7020,9005,CT,Litchfield,*,2020
H3219,803,7030,9007,CT,Middlesex,*,2020
H3219,803,7040,9009,CT,New Haven,*,2020
H3219,803,7050,9011,CT,New London,*,2020
H3219,803,7060,9013,CT,Tolland,*,2020
H3219,803,7070,9015,CT,Windham,*,2020
H3240,21,7010,9003,CT,Hartford,*,2020
H3240,22,7040,9009,CT,New Haven,*,2020
H3276,1,7000,9001,CT,Fairfield,245,2020
H3276,1,7010,9003,CT,Hartford,832,2020
H3276,1,7020,9005,CT,Litchfield,18,2020
H3276,1,7030,9007,CT,Middlesex,21,2020
H3276,1,7040,9009,CT,New Haven,424,2020
H3276,1,7050,9011,CT,New London,28,2020
H3276,1,7060,9013,CT,Tolland,20,2020
H3276,1,7070,9015,CT,Windham,19,2020
H3288,14,7010,9003,CT,Hartford,*,2020
H3288,16,7030,9007,CT,Middlesex,*,2020
H3288,801,7000,9001,CT,Fairfield,*,2020
H3288,801,7010,9003,CT,Hartford,*,2020
H3288,801,7020,9005,CT,Litchfield,*,2020
H3288,801,7030,9007,CT,Middlesex,*,2020
H3288,801,7040,9009,CT,New Haven,*,2020
H3288,801,7050,9011,CT,New London,*,2020
H3288,801,7060,9013,CT,Tolland,*,2020
H3288,801,7070,9015,CT,Windham,*,2020
H3288,802,7000,9001,CT,Fairfield,*,2020
H3288,802,7010,9003,CT,Hartford,*,2020
H3288,802,7020,9005,CT,Litchfield,*,2020
H3288,802,7030,9007,CT,Middlesex,*,2020
H3288,802,7040,9009,CT,New Haven,*,2020
H3288,802,7050,9011,CT,New London,*,2020
H3288,802,7060,9013,CT,Tolland,*,2020
H3288,802,7070,9015,CT,Windham,*,2020
H3288,803,7000,9001,CT,Fairfield,*,2020
H3288,803,7010,9003,CT,Hartford,*,2020
H3288,803,7020,9005,CT,Litchfield,*,2020
H3288,803,7030,9007,CT,Middlesex,*,2020
H3288,803,7040,9009,CT,New Haven,*,2020
H3288,803,7050,9011,CT,New London,*,2020
H3288,803,7060,9013,CT,Tolland,*,2020
H3288,803,7070,9015,CT,Windham,*,2020
H3305,21,7020,9005,CT,Litchfield,*,2020
H3305,22,7020,9005,CT,Litchfield,*,2020
H3305,32,7000,9001,CT,Fairfield,*,2020
H3307,2,7040,9009,CT,New Haven,*,2020
H3307,15,7000,9001,CT,Fairfield,*,2020
H3312,2,7000,9001,CT,Fairfield,*,2020
H3312,18,7020,9005,CT,Litchfield,*,2020
H3312,48,7040,9009,CT,New Haven,*,2020
H3312,62,7000,9001,CT,Fairfield,*,2020
H3312,62,7020,9005,CT,Litchfield,*,2020
H3312,62,7040,9009,CT,New Haven,*,2020
H3312,801,7000,9001,CT,Fairfield,*,2020
H3312,801,7010,9003,CT,Hartford,*,2020
H3312,801,7020,9005,CT,Litchfield,*,2020
H3312,801,7030,9007,CT,Middlesex,*,2020
H3312,801,7040,9009,CT,New Haven,*,2020
H3312,801,7050,9011,CT,New London,*,2020
H3312,801,7060,9013,CT,Tolland,*,2020
H3312,801,7070,9015,CT,Windham,*,2020
H3312,804,7000,9001,CT,Fairfield,*,2020
H3312,804,7010,9003,CT,Hartford,*,2020
H3312,804,7020,9005,CT,Litchfield,*,2020
H3312,804,7030,9007,CT,Middlesex,*,2020
H3312,804,7040,9009,CT,New Haven,*,2020
H3312,804,7050,9011,CT,New London,*,2020
H3312,804,7060,9013,CT,Tolland,*,2020
H3312,804,7070,9015,CT,Windham,*,2020
H3312,806,7000,9001,CT,Fairfield,*,2020
H3312,806,7010,9003,CT,Hartford,*,2020
H3312,806,7020,9005,CT,Litchfield,*,2020
H3312,806,7030,9007,CT,Middlesex,*,2020
H3312,806,7040,9009,CT,New Haven,*,2020
H3312,806,7050,9011,CT,New London,*,2020
H3312,806,7060,9013,CT,Tolland,*,2020
H3312,806,7070,9015,CT,Windham,*,2020
H3328,17,7000,9001,CT,Fairfield,*,2020
H3328,17,7010,9003,CT,Hartford,*,2020
H3328,17,7040,9009,CT,New Haven,*,2020
H3328,22,7050,9011,CT,New London,*,2020
H3330,21,7000,9001,CT,Fairfield,*,2020
H3330,32,7000,9001,CT,Fairfield,*,2020
H3330,32,7040,9009,CT,New Haven,*,2020
H3330,32,7050,9011,CT,New London,*,2020
H3330,32,7070,9015,CT,Windham,*,2020
H3330,36,7000,9001,CT,Fairfield,*,2020
H3330,36,7020,9005,CT,Litchfield,*,2020
H3330,36,7040,9009,CT,New Haven,*,2020
H3330,40,7050,9011,CT,New London,*,2020
H3330,42,7000,9001,CT,Fairfield,*,2020
H3330,42,7010,9003,CT,Hartford,*,2020
H3330,42,7040,9009,CT,New Haven,*,2020
H3330,814,7000,9001,CT,Fairfield,*,2020
H3330,814,7010,9003,CT,Hartford,*,2020
H3330,814,7020,9005,CT,Litchfield,*,2020
H3330,814,7030,9007,CT,Middlesex,*,2020
H3330,814,7040,9009,CT,New Haven,*,2020
H3330,814,7050,9011,CT,New London,*,2020
H3330,814,7060,9013,CT,Tolland,*,2020
H3330,814,7070,9015,CT,Windham,*,2020
H3330,815,7000,9001,CT,Fairfield,*,2020
H3330,815,7010,9003,CT,Hartford,*,2020
H3330,815,7020,9005,CT,Litchfield,*,2020
H3330,815,7030,9007,CT,Middlesex,*,2020
H3330,815,7040,9009,CT,New Haven,*,2020
H3330,815,7050,9011,CT,New London,*,2020
H3330,815,7060,9013,CT,Tolland,*,2020
H3330,815,7070,9015,CT,Windham,*,2020
H3330,819,7000,9001,CT,Fairfield,*,2020
H3330,819,7010,9003,CT,Hartford,*,2020
H3330,819,7020,9005,CT,Litchfield,*,2020
H3330,819,7030,9007,CT,Middlesex,*,2020
H3330,819,7040,9009,CT,New Haven,*,2020
H3330,819,7050,9011,CT,New London,*,2020
H3330,819,7060,9013,CT,Tolland,*,2020
H3330,819,7070,9015,CT,Windham,*,2020
H3330,820,7000,9001,CT,Fairfield,*,2020
H3330,820,7010,9003,CT,Hartford,*,2020
H3330,820,7020,9005,CT,Litchfield,*,2020
H3330,820,7030,9007,CT,Middlesex,*,2020
H3330,820,7040,9009,CT,New Haven,*,2020
H3330,820,7050,9011,CT,New London,*,2020
H3330,820,7060,9013,CT,Tolland,*,2020
H3330,820,7070,9015,CT,Windham,*,2020
H3335,53,7070,9015,CT,Windham,*,2020
H3335,811,7000,9001,CT,Fairfield,*,2020
H3335,811,7010,9003,CT,Hartford,*,2020
H3335,811,7020,9005,CT,Litchfield,*,2020
H3335,811,7030,9007,CT,Middlesex,*,2020
H3335,811,7040,9009,CT,New Haven,*,2020
H3335,811,7050,9011,CT,New London,*,2020
H3335,811,7060,9013,CT,Tolland,*,2020
H3335,811,7070,9015,CT,Windham,*,2020
H3335,819,7000,9001,CT,Fairfield,*,2020
H3335,819,7010,9003,CT,Hartford,*,2020
H3335,819,7020,9005,CT,Litchfield,*,2020
H3335,819,7030,9007,CT,Middlesex,*,2020
H3335,819,7040,9009,CT,New Haven,*,2020
H3335,819,7050,9011,CT,New London,*,2020
H3335,819,7060,9013,CT,Tolland,*,2020
H3335,819,7070,9015,CT,Windham,*,2020
H3335,820,7000,9001,CT,Fairfield,*,2020
H3335,820,7010,9003,CT,Hartford,*,2020
H3335,820,7020,9005,CT,Litchfield,*,2020
H3335,820,7030,9007,CT,Middlesex,*,2020
H3335,820,7040,9009,CT,New Haven,*,2020
H3335,820,7050,9011,CT,New London,*,2020
H3335,820,7060,9013,CT,Tolland,*,2020
H3335,820,7070,9015,CT,Windham,*,2020
H3342,808,7000,9001,CT,Fairfield,*,2020
H3342,808,7010,9003,CT,Hartford,*,2020
H3342,808,7020,9005,CT,Litchfield,*,2020
H3342,808,7030,9007,CT,Middlesex,*,2020
H3342,808,7040,9009,CT,New Haven,*,2020
H3342,808,7050,9011,CT,New London,*,2020
H3342,808,7060,9013,CT,Tolland,*,2020
H3342,808,7070,9015,CT,Windham,*,2020
H3342,809,7000,9001,CT,Fairfield,*,2020
H3342,809,7010,9003,CT,Hartford,*,2020
H3342,809,7020,9005,CT,Litchfield,*,2020
H3342,809,7030,9007,CT,Middlesex,*,2020
H3342,809,7040,9009,CT,New Haven,*,2020
H3342,809,7050,9011,CT,New London,*,2020
H3342,809,7060,9013,CT,Tolland,*,2020
H3342,809,7070,9015,CT,Windham,*,2020
H3342,810,7000,9001,CT,Fairfield,*,2020
H3342,810,7010,9003,CT,Hartford,*,2020
H3342,810,7020,9005,CT,Litchfield,*,2020
H3342,810,7030,9007,CT,Middlesex,*,2020
H3342,810,7040,9009,CT,New Haven,*,2020
H3342,810,7050,9011,CT,New London,*,2020
H3342,810,7060,9013,CT,Tolland,*,2020
H3342,810,7070,9015,CT,Windham,*,2020
H3342,812,7000,9001,CT,Fairfield,*,2020
H3342,812,7010,9003,CT,Hartford,*,2020
H3342,812,7020,9005,CT,Litchfield,*,2020
H3342,812,7030,9007,CT,Middlesex,*,2020
H3342,812,7040,9009,CT,New Haven,*,2020
H3342,812,7050,9011,CT,New London,*,2020
H3342,812,7060,9013,CT,Tolland,*,2020
H3342,812,7070,9015,CT,Windham,*,2020
H3342,813,7000,9001,CT,Fairfield,*,2020
H3342,813,7010,9003,CT,Hartford,*,2020
H3342,813,7020,9005,CT,Litchfield,*,2020
H3342,813,7030,9007,CT,Middlesex,*,2020
H3342,813,7040,9009,CT,New Haven,*,2020
H3342,813,7050,9011,CT,New London,*,2020
H3342,813,7060,9013,CT,Tolland,*,2020
H3342,813,7070,9015,CT,Windham,*,2020
H3342,814,7000,9001,CT,Fairfield,*,2020
H3342,814,7010,9003,CT,Hartford,*,2020
H3342,814,7020,9005,CT,Litchfield,*,2020
H3342,814,7030,9007,CT,Middlesex,*,2020
H3342,814,7040,9009,CT,New Haven,*,2020
H3342,814,7050,9011,CT,New London,*,2020
H3342,814,7060,9013,CT,Tolland,*,2020
H3342,814,7070,9015,CT,Windham,*,2020
H3342,815,7000,9001,CT,Fairfield,*,2020
H3342,815,7010,9003,CT,Hartford,*,2020
H3342,815,7020,9005,CT,Litchfield,*,2020
H3342,815,7030,9007,CT,Middlesex,*,2020
H3342,815,7040,9009,CT,New Haven,*,2020
H3342,815,7050,9011,CT,New London,*,2020
H3342,815,7060,9013,CT,Tolland,*,2020
H3342,815,7070,9015,CT,Windham,*,2020
H3342,816,7000,9001,CT,Fairfield,*,2020
H3342,816,7010,9003,CT,Hartford,*,2020
H3342,816,7020,9005,CT,Litchfield,*,2020
H3342,816,7030,9007,CT,Middlesex,*,2020
H3342,816,7040,9009,CT,New Haven,*,2020
H3342,816,7050,9011,CT,New London,*,2020
H3342,816,7060,9013,CT,Tolland,*,2020
H3342,816,7070,9015,CT,Windham,*,2020
H3342,817,7000,9001,CT,Fairfield,*,2020
H3342,817,7010,9003,CT,Hartford,*,2020
H3342,817,7020,9005,CT,Litchfield,*,2020
H3342,817,7030,9007,CT,Middlesex,*,2020
H3342,817,7040,9009,CT,New Haven,*,2020
H3342,817,7050,9011,CT,New London,*,2020
H3342,817,7060,9013,CT,Tolland,*,2020
H3342,817,7070,9015,CT,Windham,*,2020
H3342,818,7000,9001,CT,Fairfield,*,2020
H3342,818,7010,9003,CT,Hartford,*,2020
H3342,818,7020,9005,CT,Litchfield,*,2020
H3342,818,7030,9007,CT,Middlesex,*,2020
H3342,818,7040,9009,CT,New Haven,*,2020
H3342,818,7050,9011,CT,New London,*,2020
H3342,818,7060,9013,CT,Tolland,*,2020
H3342,818,7070,9015,CT,Windham,*,2020
H3342,819,7000,9001,CT,Fairfield,*,2020
H3342,819,7010,9003,CT,Hartford,*,2020
H3342,819,7020,9005,CT,Litchfield,*,2020
H3342,819,7030,9007,CT,Middlesex,*,2020
H3342,819,7040,9009,CT,New Haven,*,2020
H3342,819,7050,9011,CT,New London,*,2020
H3342,819,7060,9013,CT,Tolland,*,2020
H3342,819,7070,9015,CT,Windham,*,2020
H3342,820,7000,9001,CT,Fairfield,*,2020
H3342,820,7010,9003,CT,Hartford,*,2020
H3342,820,7020,9005,CT,Litchfield,*,2020
H3342,820,7030,9007,CT,Middlesex,*,2020
H3342,820,7040,9009,CT,New Haven,*,2020
H3342,820,7050,9011,CT,New London,*,2020
H3342,820,7060,9013,CT,Tolland,*,2020
H3342,820,7070,9015,CT,Windham,*,2020
H3344,801,7000,9001,CT,Fairfield,*,2020
H3344,801,7010,9003,CT,Hartford,*,2020
H3344,801,7020,9005,CT,Litchfield,*,2020
H3344,801,7030,9007,CT,Middlesex,*,2020
H3344,801,7040,9009,CT,New Haven,*,2020
H3344,801,7050,9011,CT,New London,*,2020
H3344,801,7060,9013,CT,Tolland,*,2020
H3344,801,7070,9015,CT,Windham,*,2020
H3344,804,7000,9001,CT,Fairfield,*,2020
H3344,804,7010,9003,CT,Hartford,*,2020
H3344,804,7020,9005,CT,Litchfield,*,2020
H3344,804,7030,9007,CT,Middlesex,*,2020
H3344,804,7040,9009,CT,New Haven,*,2020
H3344,804,7050,9011,CT,New London,*,2020
H3344,804,7060,9013,CT,Tolland,*,2020
H3344,804,7070,9015,CT,Windham,*,2020
H3347,7,7040,9009,CT,New Haven,*,2020
H3351,11,7000,9001,CT,Fairfield,*,2020
H3359,1,7000,9001,CT,Fairfield,*,2020
H3359,1,7010,9003,CT,Hartford,*,2020
H3359,1,7040,9009,CT,New Haven,*,2020
H3359,19,7000,9001,CT,Fairfield,*,2020
H3359,19,7010,9003,CT,Hartford,*,2020
H3359,19,7040,9009,CT,New Haven,*,2020
H3359,19,7050,9011,CT,New London,*,2020
H3359,21,7000,9001,CT,Fairfield,*,2020
H3359,21,7010,9003,CT,Hartford,*,2020
H3359,21,7020,9005,CT,Litchfield,*,2020
H3359,21,7030,9007,CT,Middlesex,*,2020
H3359,21,7040,9009,CT,New Haven,11,2020
H3359,34,7000,9001,CT,Fairfield,*,2020
H3359,808,7000,9001,CT,Fairfield,*,2020
H3359,808,7010,9003,CT,Hartford,*,2020
H3359,808,7020,9005,CT,Litchfield,*,2020
H3359,808,7030,9007,CT,Middlesex,*,2020
H3359,808,7040,9009,CT,New Haven,*,2020
H3359,808,7050,9011,CT,New London,*,2020
H3359,808,7060,9013,CT,Tolland,*,2020
H3359,808,7070,9015,CT,Windham,*,2020
H3359,809,7000,9001,CT,Fairfield,*,2020
H3359,809,7010,9003,CT,Hartford,*,2020
H3359,809,7020,9005,CT,Litchfield,*,2020
H3359,809,7030,9007,CT,Middlesex,*,2020
H3359,809,7040,9009,CT,New Haven,*,2020
H3359,809,7050,9011,CT,New London,*,2020
H3359,809,7060,9013,CT,Tolland,*,2020
H3359,809,7070,9015,CT,Windham,*,2020
H3362,807,7000,9001,CT,Fairfield,*,2020
H3362,807,7010,9003,CT,Hartford,*,2020
H3362,807,7020,9005,CT,Litchfield,*,2020
H3362,807,7030,9007,CT,Middlesex,*,2020
H3362,807,7040,9009,CT,New Haven,*,2020
H3362,807,7050,9011,CT,New London,*,2020
H3362,807,7060,9013,CT,Tolland,*,2020
H3362,807,7070,9015,CT,Windham,*,2020
H3362,819,7000,9001,CT,Fairfield,*,2020
H3362,819,7010,9003,CT,Hartford,*,2020
H3362,819,7020,9005,CT,Litchfield,*,2020
H3362,819,7030,9007,CT,Middlesex,*,2020
H3362,819,7040,9009,CT,New Haven,*,2020
H3362,819,7050,9011,CT,New London,*,2020
H3362,819,7060,9013,CT,Tolland,*,2020
H3362,819,7070,9015,CT,Windham,*,2020
H3387,10,7000,9001,CT,Fairfield,*,2020
H3387,10,7040,9009,CT,New Haven,*,2020
H3387,10,7050,9011,CT,New London,*,2020
H3404,801,7000,9001,CT,Fairfield,*,2020
H3404,801,7010,9003,CT,Hartford,*,2020
H3404,801,7020,9005,CT,Litchfield,*,2020
H3404,801,7030,9007,CT,Middlesex,*,2020
H3404,801,7040,9009,CT,New Haven,*,2020
H3404,801,7050,9011,CT,New London,*,2020
H3404,801,7060,9013,CT,Tolland,*,2020
H3404,801,7070,9015,CT,Windham,*,2020
H3404,803,7000,9001,CT,Fairfield,*,2020
H3404,803,7010,9003,CT,Hartford,*,2020
H3404,803,7020,9005,CT,Litchfield,*,2020
